sample_id,task,original_text,hypothesis,dialect_text,label,target_dialect,domain,confidence,annotator_id,review_count,final_status,annotation_type,baseline_text,dialect_text_eval,orig_len,para_len,length_ratio,orig_n_tokens,orig_nll,orig_ppl,para_n_tokens,para_nll,para_ppl,delta_nll,delta_ppl,ratio_ppl
MCQA_0041_5,MCQA,"Người qua đường đã giúp chàng trai lười biếng này như thế nào?
A. Dùng chân cặp quả sung bỏ vào miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vào miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.",Dùng chân cặp quả sung bỏ vào miệng cho chàng lười.,"Người qua đường đã giúp chàng trai lừi bíng này răng?
A. Dùng chân cặp quả sung bỏa vô miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vô miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.",A,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,1,EXPERT_REVIEW_PASS,rewrite,"Người qua đường đã giúp chàng trai lười biếng này như thế nào?
A. Dùng chân cặp quả sung bỏ vào miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vào miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.","Người qua đường đã giúp chàng trai lừi bíng này răng?
A. Dùng chân cặp quả sung bỏa vô miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vô miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.",58,56,0.9655172413793104,85,2.8756937980651855,17.737726253525942,84,3.799771547317505,44.690973554195246,0.9240777492523193,26.953247300669304,2.5195435376228947
MCQA_0041_5,MCQA,"Người qua đường đã giúp chàng trai lười biếng này như thế nào?
A. Dùng chân cặp quả sung bỏ vào miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vào miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.",Dùng chân cặp quả sung bỏ vào miệng cho chàng lười.,"Người qua đường đạ giúp cái chàng trai lười biếng ni a răng?
A. Dùng chân cặp quả sung bỏ vô miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vô miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.",A,PNT2,Daily Conversation,high,7d958013-3acc-4719-a459-b3a565d57865,0,EXPERT_AUTO_PASS,rewrite,"Người qua đường đã giúp chàng trai lười biếng này như thế nào?
A. Dùng chân cặp quả sung bỏ vào miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vào miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.","Người qua đường đạ giúp cái chàng trai lười biếng ni a răng?
A. Dùng chân cặp quả sung bỏ vô miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vô miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.",58,58,1.0,85,2.8756937980651855,17.737726253525942,86,3.419409990310669,30.55138408972577,0.5437161922454834,12.813657836199827,1.7223957373709442
MCQA_0041_5,MCQA,"Người qua đường đã giúp chàng trai lười biếng này như thế nào?
A. Dùng chân cặp quả sung bỏ vào miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vào miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.",Dùng chân cặp quả sung bỏ vào miệng cho chàng lười.,"Người qua đường đã giúp chàng trai lười biếng ni như răng?
A. Dùng chân cặp quả sung bỏ vô miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vô miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.",A,PNT3,Daily Conversation,high,e99ab2ee-5e8e-4d70-ac05-869071c9a49c,1,EXPERT_REVIEW_PASS,rewrite,"Người qua đường đã giúp chàng trai lười biếng này như thế nào?
A. Dùng chân cặp quả sung bỏ vào miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vào miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.","Người qua đường đã giúp chàng trai lười biếng ni như răng?
A. Dùng chân cặp quả sung bỏ vô miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vô miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.",58,57,0.9827586206896551,85,2.8756937980651855,17.737726253525942,84,3.280518054962158,26.58954397762571,0.40482425689697266,8.851817724099767,1.4990390311351312
MCQA_0041_5,MCQA,"Người qua đường đã giúp chàng trai lười biếng này như thế nào?
A. Dùng chân cặp quả sung bỏ vào miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vào miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.",Dùng chân cặp quả sung bỏ vào miệng cho chàng lười.,"Người qua đường đã giúp chàng trai lười biếng ni ra ren?
A. Lấy chân gắp quả sung bỏ vào miệng cho chàng lười.
B. Lấy tay nhặt quả sung bỏ vào miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.",A,PNT4,Daily Conversation,high,caa27aaf-592f-49ce-b541-02f33da2b90f,0,EXPERT_AUTO_PASS,rewrite,"Người qua đường đã giúp chàng trai lười biếng này như thế nào?
A. Dùng chân cặp quả sung bỏ vào miệng cho chàng lười.
B. Dùng tay nhặt quả sung bỏ vào miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.","Người qua đường đã giúp chàng trai lười biếng ni ra ren?
A. Lấy chân gắp quả sung bỏ vào miệng cho chàng lười.
B. Lấy tay nhặt quả sung bỏ vào miệng cho chàng lười.
C. Rung cây cho quả sung rơi trúng miệng anh chàng lười.
D. Chê trách anh chàng lười rồi bỏ đi.",58,57,0.9827586206896551,85,2.8756937980651855,17.737726253525942,85,3.1551167964935303,23.455776483898536,0.2794229984283447,5.718050230372594,1.3223665845692003
MCQA_0041_7,MCQA,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",Chàng lười lại đi chê người khác lười.,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá chăm chỉ so với người khác.",C,PNB,Daily Conversation,high,7e49e369-5b4e-4441-ba22-55eb0d6e2bdf,1,EXPERT_REVIEW_PASS,rewrite,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.","Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá chăm chỉ so với người khác.",54,54,1.0,81,2.668083667755127,14.412323911455985,79,2.7128171920776367,15.071675567291825,0.044733524322509766,0.6593516558358399,1.0457491560616217
MCQA_0041_7,MCQA,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",Chàng lười lại đi chê người khác lười.,"Câu nói ""Người gì mà làm biếng vậy!"" của anh chàng làm biếng có gì mắc cười?
A. Ảnh làm biếng mà lại đi cảm ơn người khác.
B. Ảnh làm biếng mà lại chịu đi nhờ người khác.
C. Ảnh làm biếng mà lại đi chê người khác làm biếng.
D. Tại anh chàng làm biếng quá siêng năng so với người khác.",C,PNN,Daily Conversation,high,88759523-55db-4c51-872d-a8b43438fa82,1,EXPERT_REVIEW_PASS,rewrite,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.","Câu nói ""Người gì mà làm biếng vậy!"" của anh chàng làm biếng có gì mắc cười?
A. Ảnh làm biếng mà lại đi cảm ơn người khác.
B. Ảnh làm biếng mà lại chịu đi nhờ người khác.
C. Ảnh làm biếng mà lại đi chê người khác làm biếng.
D. Tại anh chàng làm biếng quá siêng năng so với người khác.",54,64,1.1851851851851851,81,2.668083667755127,14.412323911455985,102,2.393507957458496,10.951845243554557,-0.27457571029663086,-3.4604786679014286,0.759894470235242
MCQA_0041_7,MCQA,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",Chàng lười lại đi chê người khác lười.,"Câu nuối ""Người đâu mà nhác thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng nhác lại đi cảm ơn người khác.
B. Chàng nhác lại chịu đi nhờ người khác.
C. Chàng nhác lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",C,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,1,EXPERT_REVIEW_PASS,rewrite,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.","Câu nuối ""Người đâu mà nhác thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng nhác lại đi cảm ơn người khác.
B. Chàng nhác lại chịu đi nhờ người khác.
C. Chàng nhác lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",54,54,1.0,81,2.668083667755127,14.412323911455985,82,3.1383607387542725,23.06602461029395,0.4702770709991455,8.653700698837966,1.6004375666272226
MCQA_0041_7,MCQA,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",Chàng lười lại đi chê người khác lười.,"Câu nói ""Ngài mô mà nhác rứa!"" của anh chàng lười có chi đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",C,PNT2,Daily Conversation,high,603effb8-c882-4227-b5de-d83ea8816911,1,EXPERT_REVIEW_PASS,rewrite,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.","Câu nói ""Ngài mô mà nhác rứa!"" của anh chàng lười có chi đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",54,54,1.0,81,2.668083667755127,14.412323911455985,83,3.0917651653289795,22.015905410177467,0.42368149757385254,7.603581498721482,1.5275749799570901
MCQA_0041_7,MCQA,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",Chàng lười lại đi chê người khác lười.,"Câu nói ""Người mô mà lười rứa!"" của anh chàng lười có chi đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",C,PNT3,Daily Conversation,high,e99ab2ee-5e8e-4d70-ac05-869071c9a49c,1,EXPERT_REVIEW_PASS,rewrite,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.","Câu nói ""Người mô mà lười rứa!"" của anh chàng lười có chi đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",54,54,1.0,81,2.668083667755127,14.412323911455985,83,3.11976957321167,22.64116191182254,0.45168590545654297,8.228838000366554,1.570958441603277
MCQA_0041_7,MCQA,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",Chàng lười lại đi chê người khác lười.,"Câu nói ""Người chi mà lười rứa!"" của anh chàng lười có cái chi đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",C,PNT4,Daily Conversation,high,7f4cabf8-9403-4778-a98e-b3191bcfcaab,1,EXPERT_REVIEW_PASS,rewrite,"Câu nói ""Người đâu mà lười thế!"" của anh chàng lười có gì đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.","Câu nói ""Người chi mà lười rứa!"" của anh chàng lười có cái chi đáng buồn cười?
A. Chàng lười lại đi cảm ơn người khác.
B. Chàng lười lại chịu đi nhờ người khác.
C. Chàng lười lại đi chê người khác lười.
D. Vì chàng lười quá siêng năng so với người khác.",54,55,1.0185185185185186,81,2.668083667755127,14.412323911455985,84,3.010802745819092,20.303692089069468,0.34271907806396484,5.891368177613483,1.4087729511082239
MCQA_0042_2,MCQA,"Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.","Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.","Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần mình cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.",B,PNB,Daily Conversation,high,7e49e369-5b4e-4441-ba22-55eb0d6e2bdf,1,EXPERT_REVIEW_PASS,rewrite,"Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.","Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần mình cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.",63,63,1.0,83,3.437124490737915,31.097408593260248,83,3.3629932403564453,28.875492944188473,-0.07413125038146973,-2.221915649071775,0.9285498133258174
MCQA_0042_2,MCQA,"Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.","Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.","Sau vụ thu hoạch, người anh đã nghĩ cái gì về em?
A. Em sống có mình ên mà cũng lấy phân nửa, thiệt hông công bằng.
B. Em sống mình ên vất vả, phần ta cũng bằng phần em thì thiệt công bằng.
C. Em mình có mình ên thiệt tội nghiệp.
D. Hông công bằng trong việc phân chia.",B,PNN,Daily Conversation,high,88759523-55db-4c51-872d-a8b43438fa82,1,EXPERT_REVIEW_PASS,rewrite,"Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.","Sau vụ thu hoạch, người anh đã nghĩ cái gì về em?
A. Em sống có mình ên mà cũng lấy phân nửa, thiệt hông công bằng.
B. Em sống mình ên vất vả, phần ta cũng bằng phần em thì thiệt công bằng.
C. Em mình có mình ên thiệt tội nghiệp.
D. Hông công bằng trong việc phân chia.",63,61,0.9682539682539683,83,3.437124490737915,31.097408593260248,83,3.9264957904815674,50.728901144448855,0.48937129974365234,19.631492551188607,1.6312903048597864
MCQA_0042_2,MCQA,"Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.","Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.","Sau vụ thu hoạch, người anh đã nghĩ điều gì về eim?
A. Em sống cóa 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình cóa một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.",B,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,1,EXPERT_REVIEW_PASS,rewrite,"Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.","Sau vụ thu hoạch, người anh đã nghĩ điều gì về eim?
A. Em sống cóa 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình cóa một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.",63,63,1.0,83,3.437124490737915,31.097408593260248,86,3.808239698410034,45.07103038893418,0.37111520767211914,13.973621795673935,1.4493500400127373
MCQA_0042_2,MCQA,"Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.","Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.","Sau vụ thu hoạch, người anh đã nghĩ điều chi về em?
A. Em sống có 1 chắc mà cũng lấy 1 nửa, thật nỏ công bằng.
B. Em sống 1 chắc vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một chắc thật đáng thương.
D. Nỏ công bằng trong việc phân chia.",B,PNT2,Daily Conversation,high,7d958013-3acc-4719-a459-b3a565d57865,0,EXPERT_AUTO_PASS,rewrite,"Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.","Sau vụ thu hoạch, người anh đã nghĩ điều chi về em?
A. Em sống có 1 chắc mà cũng lấy 1 nửa, thật nỏ công bằng.
B. Em sống 1 chắc vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một chắc thật đáng thương.
D. Nỏ công bằng trong việc phân chia.",63,61,0.9682539682539683,83,3.437124490737915,31.097408593260248,83,4.021730899810791,55.797602349146125,0.584606409072876,24.700193755885877,1.794284632489897
MCQA_0042_2,MCQA,"Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.","Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.","Sau vụ thu hoạch, người anh đã nghĩ chi về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thiệt không công bằng.
B. Em sống 1 mình vất vả, phần mình cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thiệt đáng thương.
D. Không công bằng trong việc phân chia.",B,PNT3,Daily Conversation,high,e99ab2ee-5e8e-4d70-ac05-869071c9a49c,1,EXPERT_REVIEW_PASS,rewrite,"Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.","Sau vụ thu hoạch, người anh đã nghĩ chi về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thiệt không công bằng.
B. Em sống 1 mình vất vả, phần mình cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thiệt đáng thương.
D. Không công bằng trong việc phân chia.",63,62,0.9841269841269841,83,3.437124490737915,31.097408593260248,82,3.649339199066162,38.4492503520608,0.21221470832824707,7.351841758800553,1.2364133248194167
MCQA_0042_2,MCQA,"Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.","Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.","Sau vụ thu hoạch, người anh đã nghĩ điều chi về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.",B,PNT4,Daily Conversation,high,eb3805e3-c095-4a6c-8697-9f6079168a64,2,REVIEW_PASS,rewrite,"Sau vụ thu hoạch, người anh đã nghĩ điều gì về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.","Sau vụ thu hoạch, người anh đã nghĩ điều chi về em?
A. Em sống có 1 mình mà cũng lấy 1 nửa, thật không công bằng.
B. Em sống 1 mình vất vả, phần ta cũng bằng phần em thì thật công bằng.
C. Em mình có một thân một mình thật đáng thương.
D. Không công bằng trong việc phân chia.",63,63,1.0,83,3.437124490737915,31.097408593260248,83,3.600339889526367,36.610675914491964,0.16321539878845215,5.513267321231716,1.177290249272623
MCQA_0043_3,MCQA,"Theo lời người cha đã mất, hai người con đã làm gì?
A. Hai người con rời bỏ mảnh đất quê hương, theo đuổi điều hão huyền.
B. Hai người con đào bới cả đám ruộng mà chẳng thấy kho báu đâu.
C. Hai người con thay phiên nhau cấy cày, làm giàu từ mảnh ruộng.
D. Hai người con bán mảnh ruộng, lên thành phố kiếm sống.",Hai người con đào bới cả đám ruộng mà chẳng thấy kho báu đâu.,"Theo lời người cha đã mất, hai người con đã làm gì?
A. Hai người con rời bỏ mảnh đất quê hương, theo đuổi điều viển vông.
B. Hai người con đào bới cả mảnh ruộng mà chẳng thấy kho báu đâu.
C. Hai người con thay phiên nhau cấy cày, làm giàu từ mảnh ruộng.
D. Hai người con bán mảnh ruộng, lên thành phố kiếm sống.",B,PNB,Daily Conversation,high,7e49e369-5b4e-4441-ba22-55eb0d6e2bdf,1,EXPERT_REVIEW_PASS,rewrite,"Theo lời người cha đã mất, hai người con đã làm gì?
A. Hai người con rời bỏ mảnh đất quê hương, theo đuổi điều hão huyền.
B. Hai người con đào bới cả đám ruộng mà chẳng thấy kho báu đâu.
C. Hai người con thay phiên nhau cấy cày, làm giàu từ mảnh ruộng.
D. Hai người con bán mảnh ruộng, lên thành phố kiếm sống.","Theo lời người cha đã mất, hai người con đã làm gì?
A. Hai người con rời bỏ mảnh đất quê hương, theo đuổi điều viển vông.
B. Hai người con đào bới cả mảnh ruộng mà chẳng thấy kho báu đâu.
C. Hai người con thay phiên nhau cấy cày, làm giàu từ mảnh ruộng.
D. Hai người con bán mảnh ruộng, lên thành phố kiếm sống.",68,68,1.0,98,3.020037889480591,20.492068103300454,99,2.9317526817321777,18.760482853984758,-0.08828520774841309,-1.731585249315696,0.915499731867629
