sample_id,task,original_text,hypothesis,dialect_text,label,target_dialect,domain,confidence,annotator_id,review_count,final_status,annotation_type,sample_group
MCQA_0012_5,MCQA,"Tại sao thầy giáo không trách An khi biết bạn chưa làm bài tập?
A. Vì đây là lần đầu tiên An mắc lỗi.
B. Vì cả lớp đã kể cho thầy nghe.
C. Vì thầy hiểu và thông cảm hoàn cảnh của An. An cũng đã thành thực nhận lỗi.
D. Vì An đã mắc lỗi quá nhiều lần.",Vì thầy hiểu và thông cảm hoàn cảnh của An. An cũng đã thành thực nhận lỗi.,"Tại sao thầy giáo không trách An khi biết bạn chưa làm bài tập?
A. Vì đây là lần đầu tiên An mắc lỗi.
B. Vì cả lớp đã kể cho thầy nghe.
C. Vì thầy hiểu và thông cảm hoàn cảnh của An. An cũng đã thành thực nhận lỗi.
D. Vì An đã mắc lỗi quá nhiều lần.",C,PNT1,Daily Conversation,high,6b0ccea8-04fe-4c9c-82c8-309e147936f4,0,finalized,qualification,MCQA_0012_5
QA_10410,QA,"Trrong gia đoạn mất mát lãnh thổ, Bồ Đào Nha đã tập trung vào làm những việc gì?",bành trướng các tiền đồn của họ tại châu Phi,"Trong giai đoạn mất mát lãnh thổ, Bồ Đào Nha đã tập trung vào làm những việc gì?",bành trướng các tiền đồn của họ tại châu Phi,PNT1,Daily Conversation,high,6b0ccea8-04fe-4c9c-82c8-309e147936f4,0,finalized,qualification,QA_10410
MCQA_0002_4,MCQA,"Mùa nào, chúng ta chỉ thấy những cành cây trơ trịu lá?
A. Mùa xuân.
B. Mùa hạ.
C. Mùa thu.
D. Mùa đông.",Mùa đông.,"Mùa mô, chúng ta chỉ thấy những cành cây trơ trọi lá?
A. Mùa xuân.
B. Mùa hạ.
C. Mùa thu.
D. Mùa đông.",D,PNT1,Daily Conversation,high,dca4b218-67a4-43d1-a513-8134e12f4b19,0,finalized,qualification,MCQA_0002_4
MCQA_0004_3,MCQA,"Sau khi ngưng hót, bầy chim sơn ca đã làm gì?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Luyện xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nữa.",Bay thẳng lên bầu trời.,"Sau khi ngưng hót, bầy chim sơn ca đả làm chi?
A. Nhảy thẳng lên trời xanh.
B. Bay thẳng lên bầu trời.
C. Liệng xuống đất kiếm ăn.
D. Tiếp tục hót vang xa hơn nửa.",B,PNT1,Daily Conversation,high,dca4b218-67a4-43d1-a513-8134e12f4b19,0,finalized,qualification,MCQA_0004_3
MCQA_0010_1,MCQA,"Vì sao cha muốn cho bớt chó con đi?
A. Vì cha không thích chó con.
B. Vì bố thích đem cho người khác.
C. Vì nhà hàng xóm xin từ trước.
D. Vì nhiều quá, nuôi không xuể.","Vì nhiều quá, nuôi không xuể.","Vì răng cha muốn cho bớt chó con đi?

A. Vì cha nỏ thích chó con.
B. Vì bố thích đem cho người khác.
C. Vì nhà hàng xóm xin từ trước.
D. Vì nhiều quá, nuôi nỏ xuể.",D,PNT3,Daily Conversation,high,eb02b7a5-f3df-407d-8da3-21f0b73659ef,0,unknown,qualification,MCQA_0010_1
SENT_0534,SENT,"cái công ty thực phẩm cung cấp cho các trường mầm non thật quá độc ác . vì lợi ích cá nhân mà ảnh hưởng khủng khiếp tới các em . quá dã man . các người gây nên hoạ thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi . gieo nhân nào gặt quả ấy , đừng tưởng bây giờ sống nhé nhỉ thế là không sao . đời còn dài lắm",,"cái công ty thực phẩm cung cấp cho các trường mầm non thật quá độc ác . vì lợi ích cá nhân mà ảnh hưởng khủng khiếp tới các em . quá dã man . các người gây nên hoạ thì mai ni đời con đời cháu sẽ phải gánh nghiệp đó thôi . gieo nhân nào gặt quả nấy , đừng tưởng bây giờ sống nghe nhỉ thế là không răng . đời còn dài lắm",Other,PNT4,Daily Conversation,high,eb3805e3-c095-4a6c-8697-9f6079168a64,0,finalized,qualification,SENT_0534
SENT_0572,SENT,em cũng thắc mắc tại răng khúc xương tư tao nhỉ ? xong nó lại tự to lên được nó nhờ lực gì rứa,,em cũng thắc mắc tại răng khúc xương tư tao rứa ? xong nó lại tự to lên được nó nhờ lực chi rứa,Surprise,PNT4,Daily Conversation,high,eb3805e3-c095-4a6c-8697-9f6079168a64,0,finalized,qualification,SENT_0572
SENT_0626,SENT,"năm nào cũng đi cho có không khí xuân vậy , không đi thì thấy thiếu thiếu . nhà tao cách chợ 10km",,"năm nào cũng đi cho có không khí xuân vậy , không đi thì thấy thiếu thiếu . nhà ta cách chợ 10km",Enjoyment,PNT4,Daily Conversation,high,eb3805e3-c095-4a6c-8697-9f6079168a64,0,finalized,qualification,SENT_0626
MCQA_0010_1,MCQA,"Vì sao cha muốn cho bớt chó con đi?
A. Vì cha không thích chó con.
B. Vì bố thích đem cho người khác.
C. Vì nhà hàng xóm xin từ trước.
D. Vì nhiều quá, nuôi không xuể.","Vì nhiều quá, nuôi không xuể.","Vì răng ba muốn cho bớt chó con đi?
A. Vì ba không thích chó con.
B. Vì ba thích đem cho người khác.
C. Vì nhà hàng xóm xin từ trước.
D. Vì nhiều quá, nuôi không xuể.",D,PNT4,Daily Conversation,high,eb3805e3-c095-4a6c-8697-9f6079168a64,0,finalized,qualification,MCQA_0010_1
MCQA_0010_3,MCQA,"Giang đã đưa ra ý kiến gì với chị khi bố bảo phải cho bớt đi?
A. Giữ chó con lại nuôi.
B. Bán chó con.
C. Nuôi thêm mèo.
D. Cho chó con.",Bán chó con.,"Giang đã đưa ra ý kiến chi với chị khi ba nói phải cho bớt đi?
A. Giữ chó con lại nuôi.
B. Bán chó con.
C. Nuôi thêm mèo.
D. Cho chó con.",B,PNT4,Daily Conversation,high,eb3805e3-c095-4a6c-8697-9f6079168a64,0,finalized,qualification,MCQA_0010_3
QA_0268,QA,Các toán hạng được chứa trong chỉ thị như thế nào thì được gọi là giá trị tức thời?,các chỉ thị thực (như cộng hay so sánh),Các toán hạng được chứa trong chỉ thị như thế nào thì được gọi là giá trị tức thời?,các chỉ thị thực (như cộng hay so sánh),PNT4,Daily Conversation,high,eb3805e3-c095-4a6c-8697-9f6079168a64,0,finalized,qualification,QA_0268
SENT_0237,SENT,"có ai nhìn thấy hình như người đàn ông này đang rất đau khổ không nhỉ ? mình nhận thấy hình như ông ấy đang rất đau khổ , mà không thể or không muốn nói ra .",,"có ai chộ hình như ông ni đang rất đau khổ không hè ? tao thấy là hình như ông ơ đang rất đau khổ, mà không nói ra được",Sadness,PNT3,Daily Conversation,high,2fdf203d-4d50-4041-9bef-98014b83a48a,0,unknown,qualification,SENT_0237
SENT_0343,SENT,"móa , thiệt chứ tụi này nuôi làm gì vậy nhỉ ?",,"mẹ, thiệt chơ tụi ni nuôi làm chi rứa he ?",Anger,PNT3,Daily Conversation,high,2fdf203d-4d50-4041-9bef-98014b83a48a,0,unknown,qualification,SENT_0343
SENT_0462,SENT,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,,tao đã từng viết như ri . chừ không muốn ai đọc chỉ có đốt mà lười đốt,Sadness,PNT3,Daily Conversation,high,2fdf203d-4d50-4041-9bef-98014b83a48a,0,unknown,qualification,SENT_0462
SENT_0534,SENT,"cái công ty thực phẩm cung cấp cho các trường mầm non thật quá độc ác . vì lợi ích cá nhân mà ảnh hưởng khủng khiếp tới các em . quá dã man . các người gây nên hoạ thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi . gieo nhân nào gặt quả ấy , đừng tưởng bây giờ sống nhé nhỉ thế là không sao . đời còn dài lắm",,"cái công ty thực phẩm cung cấp cho các trường mầm non thật quá độc ác, vì lợi ích cá nhân mà ãnh hưỡng khũng khiếp tới các em, quá dã man. Các người gây nên họa thì mai ni đơì con cháu sẽ phải gánh nghiệp đó thôi, gieo nhân nào gặt quả nấy, đừng tưởng bây chừ sống như thế là không răng, đời còn dài lắm",Other,PNT1,Daily Conversation,high,dca4b218-67a4-43d1-a513-8134e12f4b19,0,finalized,qualification,SENT_0534
SENT_0572,SENT,em cũng thắc mắc tại răng khúc xương tư tao nhỉ ? xong nó lại tự to lên được nó nhờ lực gì rứa,,"em  củng thắc mắc tại sao khúc xương tự tạo nhỉ ? xong nó lại tự to lên được, nó nhờ lực chi rứa",Surprise,PNT1,Daily Conversation,high,dca4b218-67a4-43d1-a513-8134e12f4b19,0,finalized,qualification,SENT_0572
SENT_0626,SENT,"năm nào cũng đi cho có không khí xuân vậy , không đi thì thấy thiếu thiếu . nhà tao cách chợ 10km",,"năm mô củng đi cho có không khí xuân vậy, chả đi thì thấy thíu thíu. Nhà tau cách chợ 10km",Enjoyment,PNT1,Daily Conversation,high,dca4b218-67a4-43d1-a513-8134e12f4b19,0,finalized,qualification,SENT_0626
MCQA_0092_2,MCQA,"Khi đã hiểu hoàn cảnh gia đình Lan, cô và các bạn đã làm gì?
A. Mua bánh giúp gia đình Lan.
B. Hàng ngày đến nhà giúp Lan cắt lá để gói bánh.
C. Góp tiền mua tặng Lan một tấm áo mới.
D. Góp sách cho Lan đến trường.",Góp tiền mua tặng Lan một tấm áo mới.,"Khi đã hiểu hoàn cảnh gia đình Lan, cô và mấy bạn đã làm gì?
A. Mua bánh giúp gia đình Lan.
B. Hàng ngày tới nhà giúp Lan cắt lá để gói bánh.
C. Góp tiền mua tặng Lan một cái áo mới.
D. Góp sách cho Lan tới trường.",C,PNN,Daily Conversation,high,9d0d5c61-1083-4b35-8c02-c2c597f8212f,0,unknown,rewrite,MCQA_0092_2
MCQA_0072_2,MCQA,"Việc lặp đi lặp lại nhiều lần những cụm từ ""Ai trồng cây"", ""Người đó có"", ""Em trồng cây"" có tác dụng gì?
A. Tạo nên thông điệp nhắc nhở mọi người có ý thức trồng cây xanh.
B. Tạo thành điệp khúc khiến bài thơ có vẫn điệu, dễ nhớ, dễ thuộc.
C. Tạo điệp khúc khiến bài thơ có nhịp điệu và gửi gắm thông điệp: mọi người hãy có ý thức trồng cây xanh để bảo vệ môi trường sống.
D. Tất cả các ý trên.",Tạo điệp khúc khiến bài thơ có nhịp điệu và gửi gắm thông điệp: mọi người hãy có ý thức trồng cây xanh để bảo vệ môi trường sống.,"Việc lặp đi lặp lại nhiều lần mấy cụm từ ""Ai trồng cây"", ""Người đó có"", ""Em trồng cây"" có tác dụng chi?
A. Tạo nên thông điệp nhắc nhở mọi người có ý thức trồng cây xanh.
B. Tạo thành điệp khúc làm bài thơ có vẫn điệu, dễ nhớ, dễ thuộc.
C. Tạo điệp khúc làm bài thơ có nhịp điệu với gửi gắm thông điệp: mọi người hãy có ý thức trồng cây xanh để bảo vệ môi trường sống.
D. Tất cả các ý trên.",C,PNT3,Daily Conversation,high,88346002-a7b4-4be1-aec6-e1e3625416ee,0,unknown,rewrite,MCQA_0072_2
SENT_0534,SENT,"cái công ty thực phẩm cung cấp cho các trường mầm non thật quá độc ác . vì lợi ích cá nhân mà ảnh hưởng khủng khiếp tới các em . quá dã man . các người gây nên hoạ thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi . gieo nhân nào gặt quả ấy , đừng tưởng bây giờ sống nhé nhỉ thế là không sao . đời còn dài lắm",,"Cái công ty thực phẩm cung cấp cho các trường mầm non thiệt độc ác dữ. Vì lợi ích cá nhân mà ảnh hưởng khủng khiếp tới các em, quá dã man. Tụi mầy gây nên hoạ thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi. Gieo nhân nào gặt quả nấy, đừng tưởng bây giờ sống như thế là không sao, đời còn dài lắm.",Other,PNN,Daily Conversation,high,88759523-55db-4c51-872d-a8b43438fa82,0,finalized,qualification,SENT_0534
SENT_0572,SENT,em cũng thắc mắc tại răng khúc xương tư tao nhỉ ? xong nó lại tự to lên được nó nhờ lực gì rứa,,Em cũng thắc mắc tại sao khúc xương tự teo nhỉ? Xong nó lại tự to lên được nhờ lực gì vậy?,Surprise,PNN,Daily Conversation,high,88759523-55db-4c51-872d-a8b43438fa82,0,finalized,qualification,SENT_0572
SENT_0626,SENT,"năm nào cũng đi cho có không khí xuân vậy , không đi thì thấy thiếu thiếu . nhà tao cách chợ 10km",,"Năm nào cũng đi cho có không khí xuân vậy, không đi thì thấy thiếu thiếu. Nhà tao cách chợ 10km.",Enjoyment,PNN,Daily Conversation,high,88759523-55db-4c51-872d-a8b43438fa82,0,finalized,qualification,SENT_0626
SENT_0237,SENT,"có ai nhìn thấy hình như người đàn ông này đang rất đau khổ không nhỉ ? mình nhận thấy hình như ông ấy đang rất đau khổ , mà không thể or không muốn nói ra .",,"có ai chộ hình như ngài đàn ông ni đang rất đau khổ không hè? tui chộ hình như ông ni đang rất đau khổ, mà nỏ thể hoặc nỏ muốn nói ra.",Sadness,PNT2,Daily Conversation,high,7d958013-3acc-4719-a459-b3a565d57865,0,unknown,qualification,SENT_0237
SENT_0343,SENT,"móa , thiệt chứ tụi này nuôi làm gì vậy nhỉ ?",,"moá, thật chư bọn ni nuôi mần chi rứa hè?",Anger,PNT2,Daily Conversation,high,7d958013-3acc-4719-a459-b3a565d57865,0,unknown,qualification,SENT_0343
SENT_0462,SENT,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt,,tau đạ từng viết a ri. chừ nỏ muốn ai đọc chỉ có đốt mà nhác đốt,Sadness,PNT2,Daily Conversation,high,7d958013-3acc-4719-a459-b3a565d57865,0,unknown,qualification,SENT_0462
MCQA_0048_5,MCQA,"Để có giấc ngủ ngon trong đêm cho con, người mẹ đã làm gì?
A. Người mẹ đã tạo gió làm dịu đi cái hè oi bức.
B. Người mẹ đã thức trắng đêm để đắp chăn cho con.
C. Người mẹ nấu cháo cho con ăn.
D. Người mẹ đã đi mua thuốc về cho con.",Người mẹ đã tạo gió làm dịu đi cái hè oi bức.,"Để có giấc ngủ ngon trong đêm cho con, người mẹ đã mần chi?
A. Người mẹ đã tạo gió làm dịu đi kì hè oi bức.
B. Người mẹ đã thức thâu đêm để đắp chăn cho con.
C. Người mẹ nấu cháo cho con ăn.
D. Người mẹ đã đi mua thuốc về cho con.",A,PNT3,Daily Conversation,high,88346002-a7b4-4be1-aec6-e1e3625416ee,0,unknown,rewrite,MCQA_0048_5
MCQA_0010_1,MCQA,"Vì sao cha muốn cho bớt chó con đi?
A. Vì cha không thích chó con.
B. Vì bố thích đem cho người khác.
C. Vì nhà hàng xóm xin từ trước.
D. Vì nhiều quá, nuôi không xuể.","Vì nhiều quá, nuôi không xuể.","Tại răng bố muốn cho bớt chó con đi? 
A. Tại bố nỏ thích chó con. 
B. Tại bố thích đem cho ngài khác. 
C. Tại nhà hàng xóm xin từ trước. 
D. Tại nhiều quá, nuôi nỏ xuể.",D,PNT2,Daily Conversation,high,7d958013-3acc-4719-a459-b3a565d57865,0,unknown,qualification,MCQA_0010_1
MCQA_0010_3,MCQA,"Giang đã đưa ra ý kiến gì với chị khi bố bảo phải cho bớt đi?
A. Giữ chó con lại nuôi.
B. Bán chó con.
C. Nuôi thêm mèo.
D. Cho chó con.",Bán chó con.,"Giang đạ đưa ra ý kiến chi với chị khi bố bảo phải cho bớt đi? 
A. Giự chó con lại nuôi. 
B. Bán chó con. 
C. Nuôi thêm mèo. 
D. Cho chó con.",B,PNT2,Daily Conversation,high,7d958013-3acc-4719-a459-b3a565d57865,0,unknown,qualification,MCQA_0010_3
QA_10410,QA,"Trrong gia đoạn mất mát lãnh thổ, Bồ Đào Nha đã tập trung vào làm những việc gì?",bành trướng các tiền đồn của họ tại châu Phi,"Trrong gia đoạn mất mát lãnh thổ, Bồ Đào Nha đạ tập trung vô mần nhửng việc chi?",bành trướng các tiền đồn của họ tại châu Phi,PNT2,Daily Conversation,high,7d958013-3acc-4719-a459-b3a565d57865,0,unknown,qualification,QA_10410
MCQA_0010_1,MCQA,"Vì sao cha muốn cho bớt chó con đi?
A. Vì cha không thích chó con.
B. Vì bố thích đem cho người khác.
C. Vì nhà hàng xóm xin từ trước.
D. Vì nhiều quá, nuôi không xuể.","Vì nhiều quá, nuôi không xuể.","Sao ba muốn cho bớt mấy con chó con đi?
A. Tại ba hổng thích chó con.
B. Tại ba thích đem cho người ta.
C. Tại nhà hàng xóm xin hồi trước rồi.
D. Tại nhiều quá chừng, nuôi hổng xuể.",D,PNN,Daily Conversation,high,88759523-55db-4c51-872d-a8b43438fa82,0,finalized,qualification,MCQA_0010_1
MCQA_0010_3,MCQA,"Giang đã đưa ra ý kiến gì với chị khi bố bảo phải cho bớt đi?
A. Giữ chó con lại nuôi.
B. Bán chó con.
C. Nuôi thêm mèo.
D. Cho chó con.",Bán chó con.,"Giang nói gì với chị lúc ba kêu phải cho bớt đi?
A. Giữ chó con lại nuôi.
B. Bán chó con.
C. Nuôi thêm mèo.
D. Cho chó con.",B,PNN,Daily Conversation,high,88759523-55db-4c51-872d-a8b43438fa82,0,finalized,qualification,MCQA_0010_3
MCQA_0036_5,MCQA,"Lần thứ hai, cậu bé lại quay về hỏi bà điều gì?
A. Bát nào là bát tương, bát nào là bát mắm.
B. Bát nào đựng mắm, bát nào đựng tương.
C. Đồng nào mua mắm, đồng nào mua tương.
D. Chọn mắm và tương như thế nào là ngon.","Đồng nào mua mắm, đồng nào mua tương.","Lần thứ hai, cậu bé lại quay về huổi bà điều chi?
A. Bát mô là bát tương, bát mô là bát mắm.
B. Bát mô đựng mắm, bát mô đựng tương.
C. Đồng mô mua mắm, đồng mô mua tương.
D. Chọn mắm và tương răng là ngon.",C,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,finalized,rewrite,MCQA_0036_5
MCQA_0043_3,MCQA,"Theo lời người cha đã mất, hai người con đã làm gì?
A. Hai người con rời bỏ mảnh đất quê hương, theo đuổi điều hão huyền.
B. Hai người con đào bới cả đám ruộng mà chẳng thấy kho báu đâu.
C. Hai người con thay phiên nhau cấy cày, làm giàu từ mảnh ruộng.
D. Hai người con bán mảnh ruộng, lên thành phố kiếm sống.",Hai người con đào bới cả đám ruộng mà chẳng thấy kho báu đâu.,"Theo lời người cha đã mất, hai người coan đã làm chi?
A. Hai người coan rời bỏ mảnh đất quê hưng, theo đủi điều hão huyền.
B. Hai người coan đào bới cả đám ruộng mà chẳng thấy kho báu mô.
C. Hai người coan thay phin nhau cấy cày, làm giàu từ mảnh ruộng.
D. Hai người coan bán mảnh ruộng, lên thành phố kiếm sống.",B,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,finalized,rewrite,MCQA_0043_3
SENT_0534,SENT,"cái công ty thực phẩm cung cấp cho các trường mầm non thật quá độc ác . vì lợi ích cá nhân mà ảnh hưởng khủng khiếp tới các em . quá dã man . các người gây nên hoạ thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi . gieo nhân nào gặt quả ấy , đừng tưởng bây giờ sống nhé nhỉ thế là không sao . đời còn dài lắm",,"kì công ty thực phẩm cung cấp cho mấy trường mầm non thiệt quá độc ác . vì lợi ích cá nhân mà ảnh hưởng tới các em . quá dã man . mấy người gây nên họa thì mai rồi đời con đời cháu cũng phải gánh nghiệp nớ thôi . gieo nhân nào gặt quả nấy , đừng tưởng chừ sống nhé nhỉ rứa là không răng . đời còn dài lắm",Other,PNT3,Daily Conversation,high,88346002-a7b4-4be1-aec6-e1e3625416ee,0,unknown,qualification,SENT_0534
SENT_0572,SENT,em cũng thắc mắc tại răng khúc xương tư tao nhỉ ? xong nó lại tự to lên được nó nhờ lực gì rứa,,em cũng thắc mắc vì răng khúc xương tư tao hè? xong hắn lại tự to lên được nhờ lực chi rứa,Surprise,PNT3,Daily Conversation,high,88346002-a7b4-4be1-aec6-e1e3625416ee,0,unknown,qualification,SENT_0572
SENT_0626,SENT,"năm nào cũng đi cho có không khí xuân vậy , không đi thì thấy thiếu thiếu . nhà tao cách chợ 10km",,"năm mô cũng đi cho có không khí xuân cũng được, không đi thì thấy thiếu thiếu . nhà tau cách chợ 10km",Enjoyment,PNT3,Daily Conversation,high,88346002-a7b4-4be1-aec6-e1e3625416ee,0,unknown,qualification,SENT_0626
MCQA_0010_3,MCQA,"Giang đã đưa ra ý kiến gì với chị khi bố bảo phải cho bớt đi?
A. Giữ chó con lại nuôi.
B. Bán chó con.
C. Nuôi thêm mèo.
D. Cho chó con.",Bán chó con.,"Giang đã nói ý kiến chi với chị khi ba bảo phải cho bớt chó con đi?

A. Giữ chó con lại nuôi.
B. Bán chó con.
C. Nuôi thêm mèo.
D. Cho chó con.",B,PNT3,Daily Conversation,high,eb02b7a5-f3df-407d-8da3-21f0b73659ef,0,unknown,qualification,MCQA_0010_3
MCQA_0025_10,MCQA,"Mai đã nói gì khi biết cô cũng quyết định cho mình viết bút mực?
A. Thôi cô ạ, em không thích viết bút mực.
B. Thôi cô ạ, cứ để bạn Lan viết trước.
C. Thôi cô ạ, thế thì em không cho Lan mượn bút nữa.
D. Thôi cô ạ, em nhường bạn Lan viết bút mực.","Thôi cô ạ, cứ để bạn Lan viết trước.","Mai đã nói chi khi biết cô cũng quyết định cho miềng viết bút mực?
A. Dạ thôi cô, em không thích viết bút mực.
B. Dạ thôi cô, cứ để bạn Lan viết trước.
C. Dạ thôi cô, rứa thì em không cho Lan mượn bút nữa.
D. Dạ thôi cô, em nhường bạn Lan viết bút mực.",B,PNT3,Daily Conversation,high,88346002-a7b4-4be1-aec6-e1e3625416ee,0,unknown,qualification,MCQA_0025_10
QA_10410,QA,"Trrong gia đoạn mất mát lãnh thổ, Bồ Đào Nha đã tập trung vào làm những việc gì?",bành trướng các tiền đồn của họ tại châu Phi,"Trong giai đoạn mất mát lãnh thổ, Bồ Đào Nha đã tập trung vô làm những việc chi?",bành trướng các tiền đồn của họ tại châu Phi,PNT3,Daily Conversation,high,88346002-a7b4-4be1-aec6-e1e3625416ee,0,unknown,qualification,QA_10410
MCQA_0048_5,MCQA,"Để có giấc ngủ ngon trong đêm cho con, người mẹ đã làm gì?
A. Người mẹ đã tạo gió làm dịu đi cái hè oi bức.
B. Người mẹ đã thức trắng đêm để đắp chăn cho con.
C. Người mẹ nấu cháo cho con ăn.
D. Người mẹ đã đi mua thuốc về cho con.",Người mẹ đã tạo gió làm dịu đi cái hè oi bức.,"Để con có giấc ngủ ngon trong đêm, người mẹ đã mằn chi?

A. Người mẹ đã tạo gió làm dịu đi cái nắng hè oi bức.
B. Người mẹ đã thức trắng đêm để đắp chăn cho con.
C. Người mẹ nấu cháo cho con ăn.
D. Người mẹ đã đi mua thuốc về cho con.
",A,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,finalized,rewrite,MCQA_0048_5
MCQA_0055_0,MCQA,"Khi thấy Vịt con kêu khóc, Gà con đã làm gì?
A. Gà con sợ quá khóc ầm lên.
B. Gà con vội vàng nằm giả vờ chết.
C. Gà con bay lên cành cây để bỏ trốn, bỏ mặc Vịt con.
D. ","Gà con bay lên cành cây để bỏ trốn, bỏ mặc Vịt con.","Khi thấy Vịt con kêu khốc, Gà con đã mằn chi?

A. Gà con sợ quá khốc ầm lên.
B. Gà con vội vàng nằm giả bộ chết.
C. Gà con bay lên cành cây để trốn, bỏ mặc Vịt con.
D.
",C,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,rewrite_completed,rewrite,MCQA_0055_0
MCQA_0056_1,MCQA,"Câu văn “Tâm hồn cô cũng bay ra biển cả, bay đến với chim seo cờ.” ý nói gì ?
A. Bạn gái mơ ước mình biết bay.
B. Bạn gái luôn nghĩ về biển cả và chim seo cờ, mơ ước được ra biển và nhìn thấy chim seo cờ.
C. Bạn gái mơ ước được bay ra biển cả.
D. ","Bạn gái luôn nghĩ về biển cả và chim seo cờ, mơ ước được ra biển và nhìn thấy chim seo cờ.","Câu văn “Tâm hồn cô cũng bay ra biển cả, bay đến với chim seo cờ.” ý nói chi?

A. Bạn gái mơ ước mình biết bay.
B. Bạn gái cứ nghĩ về biển cả và chim seo cờ, mơ ước được ra biển và nhìn thấy chim seo cờ.
C. Bạn gái mơ ước được bay ra biển cả.
D.
",B,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,rewrite_completed,rewrite,MCQA_0056_1
MCQA_0072_2,MCQA,"Việc lặp đi lặp lại nhiều lần những cụm từ ""Ai trồng cây"", ""Người đó có"", ""Em trồng cây"" có tác dụng gì?
A. Tạo nên thông điệp nhắc nhở mọi người có ý thức trồng cây xanh.
B. Tạo thành điệp khúc khiến bài thơ có vẫn điệu, dễ nhớ, dễ thuộc.
C. Tạo điệp khúc khiến bài thơ có nhịp điệu và gửi gắm thông điệp: mọi người hãy có ý thức trồng cây xanh để bảo vệ môi trường sống.
D. Tất cả các ý trên.",Tạo điệp khúc khiến bài thơ có nhịp điệu và gửi gắm thông điệp: mọi người hãy có ý thức trồng cây xanh để bảo vệ môi trường sống.,"Việc lặp đi lặp lại nhiều lần mấy cụm từ “Ai trồng cây”, “Người đó có”, “Em trồng cây” có tác dụng chi?

A. Tạo nên thông điệp nhắc nhở mọi người có ý thức trồng cây xanh.
B. Tạo thành điệp khúc khiến bài thơ có vần điệu, dễ nhớ, dễ thuộc.
C. Tạo điệp khúc khiến bài thơ có nhịp điệu và gửi gắm thông điệp: mọi người hãy có ý thức trồng cây xanh để bảo vệ môi trường sống.
D. Tất cả các ý trên.
",C,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,rewrite_completed,rewrite,MCQA_0072_2
MCQA_0081_4,MCQA,"Vì sao bà lão trong bài thơ này vui?
A. Vì đàn con đi lính mới về.
B. Vì có cơm ăn áo mặt.
C. Vì làng xôn xao.
D. Vì nồi cơm nấu dở.",Vì làng xôn xao.,"Vì răng bà lão trong bài thơ ni vui?

A. Vì đàn con đi lính mới về.
B. Vì có cơm ăn áo mặc.
C. Vì làng xôn xao.
D. Vì nồi cơm nấu dở.
",C,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,rewrite_completed,rewrite,MCQA_0081_4
MCQA_0091_1,MCQA,"Thấy ông lão đang trú mưa trước cửa nhà mình, Hoa đã làm gì?
A. Mời ông lão vào trong nhà trú mưa.
B. Vào nhà lấy cho ông lão áo mưa.
C. Mặc kệ ông lão đứng đó.
D. Đưa cho ông lão một cái bánh.",Vào nhà lấy cho ông lão áo mưa.,"Thấy ông lão đang trú mưa trước cửa nhà mình, Hoa đã mằn chi?

A. Mời ông lão vô trong nhà trú mưa.
B. Vô nhà lấy cho ông lão áo mưa.
C. Mặc kệ ông lão đứng đó.
D. Đưa cho ông lão một cái bánh.
",B,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,rewrite_completed,rewrite,MCQA_0091_1
MCQA_0092_2,MCQA,"Khi đã hiểu hoàn cảnh gia đình Lan, cô và các bạn đã làm gì?
A. Mua bánh giúp gia đình Lan.
B. Hàng ngày đến nhà giúp Lan cắt lá để gói bánh.
C. Góp tiền mua tặng Lan một tấm áo mới.
D. Góp sách cho Lan đến trường.",Góp tiền mua tặng Lan một tấm áo mới.,"Khi đã hiểu hoàn cảnh gia đình Lan, cô và các bạn đã mằn chi?

A. Mua bánh giúp gia đình Lan.
B. Hàng ngày đến nhà giúp Lan cắt lá để gói bánh.
C. Góp tiền mua tặng Lan một tấm áo mới.
D. Góp sách cho Lan đến trường.
",C,PNT1,Daily Conversation,high,a4432712-749b-4d01-8b03-4cb9d0f81348,0,rewrite_completed,rewrite,MCQA_0092_2
