sample_id,dialects_present,n_dialects,has_all_six_dialects
SENT_2816,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_2938,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3023,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3060,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3067,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3094,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3169,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3243,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3249,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3273,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3427,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3469,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3514,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3520,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3555,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3618,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3670,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3750,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3763,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3814,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3906,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_3910,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4003,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4035,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4057,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4084,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4150,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4155,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4160,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4428,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4445,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4494,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4519,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4550,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4733,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4737,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4745,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4768,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4790,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4809,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4861,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4885,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4959,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4964,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_4989,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_5008,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_5017,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_5154,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_5251,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_5315,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_5360,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_5407,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_5421,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_5441,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_5456,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_5521,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
SENT_5531,"PNB,PNN,PNT1,PNT2,PNT3,PNT4",6,True
