standard_span,dialect_span,n_occurrences,is_shared_across_dialects,tasks,sample_ids,dialect,CATEGORY,NOTES
hàng,hằng,1,False,MCQA,MCQA_0092_2,PNT4,Orthographic variant,hàng->hằng spelling/typo variant
háo,hóa,1,True,QA,QA_23724,PNT4,Orthographic variant,háo->hóa spelling variant
hóa,hoá,1,True,NLI,NLI_0337,PNT4,Orthographic variant,hóa->hoá spelling variant (tone mark placement)
hôm,bữa,1,True,NLI,NLI_0830,PNT4,Demonstratives/Deixis,hôm->bữa temporal deictic noun
hôm nay,bữa ni,1,True,MCQA,MCQA_0047_2,PNT4,Demonstratives/Deixis,hôm nay->bữa ni per dialect notes
hôm nó,bữa hén,1,False,SENT,SENT_0895,PNT4,Demonstratives/Deixis,hôm->bữa temporal deictic primary
hạ,hè,1,False,MCQA,MCQA_0002_4,PNT4,Predicate vocabulary,noun synonym hạ->hè (summer)
hối hả,quíu,1,False,MCQA,MCQA_0090_10,PNT4,Predicate vocabulary,adjective synonym hối hả->quíu
hốt,sợ,1,False,MCQA,MCQA_0055_1,PNT4,Predicate vocabulary,verb synonym hốt->sợ
khi nào,lúc mô,1,False,MCQA,MCQA_0069_5,PNT4,Interrogatives,khi nào->lúc mô interrogative primary
khá,rất,1,False,NLI,NLI_2313,PNT4,Predicate vocabulary,adverb synonym khá->rất
lầm lì,hầm hầm,1,False,SENT,SENT_5441,PNT4,Predicate vocabulary,adjective synonym lầm lì->hầm hầm
không may,lỡ,1,False,SENT,SENT_2217,PNT4,Predicate vocabulary,adverb synonym không may->lỡ
không thành công,hông được,1,False,NLI,NLI_5263,PNT4,Negation/Function words,negation particle không->hông primary
khẳng,khẻng,1,False,NLI,NLI_0647,PNT4,Orthographic variant,khẳng->khẻng spelling/typo variant
kiểu như thế nào,rứa rồi,1,False,SENT,SENT_2129,PNT4,Interrogatives,"như thế nào->rứa rồi, interrogative context primary"
luyện,liệng,1,True,MCQA,MCQA_0004_3,PNT4,Orthographic variant,luyện->liệng spelling/phonetic variant
làm gì,mần cấy chi,1,False,MCQA,MCQA_0100_2,PNT4,Predicate vocabulary,làm->mần predicate verb primary
làm gì,mắc chi,1,False,SENT,SENT_0814,PNT4,Predicate vocabulary,"làm gì->mắc chi predicate/interrogative combo, predicate verb primary"
lão vào,già vô,1,False,MCQA,MCQA_0091_1,PNT4,Predicate vocabulary,lão->già noun synonym primary
lúc,hồi,1,True,SENT,SENT_5360,PNT4,Connectives/Aspect markers,temporal marker lúc->hồi
lúc đó,hồi nớ,1,False,NLI,NLI_0515,PNT4,Demonstratives/Deixis,đó->nớ demonstrative primary
lý,lí,1,False,NLI,NLI_0516,PNT4,Orthographic variant,lý->lí spelling variant
lũ,bọn,1,True,SENT,SENT_3514,PNT4,Pronouns,collective pronoun lũ->bọn
ủi ui,trời ơi,1,False,SENT,SENT_3670,PNT4,Idiomatic expressions,exclamatory idiom ủi ui->trời ơi
