standard_span,dialect_span,n_occurrences,is_shared_across_dialects,tasks,sample_ids,dialect,CATEGORY,NOTES
gì đâu giờ,chi mô chừ,1,False,SENT,SENT_2507,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
gì vậy nhỉ,chi rứa he,1,False,SENT,SENT_0343,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
gì tại,chi ở cì chỗ,1,False,QA,QA_10377,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
gì cái,chi cấy,1,False,SENT,SENT_4150,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
gì chúng tôi,chi choa,1,False,NLI,NLI_2948,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
gái mình,cấy mềng,1,False,SENT,SENT_5441,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
giữa,trữa,1,False,MCQA,MCQA_0123_0,PNT3,Orthographic variant,
giờ đây chúng ta,chừ bọn miềng,1,False,SENT,SENT_2308,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
giờ mới,chừ mì,1,False,SENT,SENT_3469,PNT3,Demonstratives/Deixis,[reclassified from Multi-word idiom -> Demonstratives/Deixis]
giờ,bựa chừ,1,False,SENT,SENT_3023,PNT3,Demonstratives/Deixis,
giống tao nhưng,y tau mà,1,False,SENT,SENT_1146,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
giành,treng,1,False,NLI,NLI_3719,PNT3,Predicate vocabulary,
gia đình,kì nhà,1,False,NLI,NLI_1405,PNT3,Kinship/Honorific terms,
ghen tị,èng neng,1,False,MCQA,MCQA_0090_10,PNT3,Predicate vocabulary,
dắt,đắc,1,False,SENT,SENT_0814,PNT3,Predicate vocabulary,
dẫn gấu,đắc bồ,1,False,SENT,SENT_1192,PNT3,Predicate vocabulary,
dơ,dớp,1,False,SENT,SENT_4768,PNT3,Predicate vocabulary,
dàn,dần,1,True,QA,QA_24045,PNT3,Orthographic variant,
du,ru,1,True,SENT,SENT_5441,PNT3,Orthographic variant,
của,cụa,1,False,NLI,NLI_3276,PNT3,Orthographic variant,
cậu ấy,thằng cu nớ,1,False,NLI,NLI_4654,PNT3,Pronouns,
con ấy chứ,em đó chơ,1,False,SENT,SENT_3023,PNT3,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
chứ đường,chơ đàng,1,False,SENT,SENT_3243,PNT3,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
như thế nào đối với,chi tới,1,False,QA,QA_4380,PNT3,Interrogatives,
bạn nhỉ mình cũng không,mi hè mềng cụng nỏ,1,False,SENT,SENT_4745,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
bởi vậy,vì rứa nên,1,False,SENT,SENT_3618,PNT3,Connectives/Aspect markers,
bởi vì,tại,1,False,NLI,NLI_3201,PNT3,Connectives/Aspect markers,
bố điều gì,bọ cấy chi,1,False,MCQA,MCQA_0051_0,PNT3,Kinship/Honorific terms,
bố vào thời điểm nào,ba khi mô,1,False,MCQA,MCQA_0013_4,PNT3,Kinship/Honorific terms,
bố thích,bọ ưng,1,False,MCQA,MCQA_0010_1,PNT3,Kinship/Honorific terms,
bố quát,bọ nạt,1,False,SENT,SENT_5441,PNT3,Kinship/Honorific terms,
bố mẹ chửi mắng,bọ mạ chưởi,1,False,SENT,SENT_4861,PNT3,Kinship/Honorific terms,
bắt,tóm,1,False,SENT,SENT_1485,PNT3,Predicate vocabulary,
bận,mắc,1,True,MCQA,MCQA_0152_0,PNT3,Predicate vocabulary,
bả,bã,1,True,MCQA,MCQA_0065_2,PNT3,Orthographic variant,
bước,đoạn,1,False,SENT,SENT_1161,PNT3,Predicate vocabulary,
chứ đâu,chơ mô,1,True,SENT,SENT_4003,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
bão vắng mẹ,bạo thiếu mạ,1,False,MCQA,MCQA_0144_0,PNT3,Kinship/Honorific terms,
bãi,bại,1,False,NLI,NLI_1677,PNT3,Orthographic variant,
bây giờ nó,bựa chừ hắn,1,False,SENT,SENT_5360,PNT3,Demonstratives/Deixis,[reclassified from Multi-word idiom -> Demonstratives/Deixis]
bà đấy thế nào,mệ nớ ra răng,1,False,SENT,SENT_4519,PNT3,Kinship/Honorific terms,
bà đã tuyên bố,lạo xưng,1,False,QA,QA_26462,PNT3,Kinship/Honorific terms,
bà nó,mẹ kì,1,False,SENT,SENT_3469,PNT3,Kinship/Honorific terms,
bà cha,mệ bọ,1,False,NLI,NLI_5735,PNT3,Kinship/Honorific terms,
bao giờ bảo,từng nói,1,False,MCQA,MCQA_0074_5,PNT3,Idiomatic expressions,[reclassified from Multi-word idiom -> Idiomatic expressions]
bao giờ bảo,từng kêu,1,False,MCQA,MCQA_0074_5,PNT3,Idiomatic expressions,[reclassified from Multi-word idiom -> Idiomatic expressions]
bao giờ,lần mô,1,False,MCQA,MCQA_0074_5,PNT3,Interrogatives,
bữa,bựa,1,False,SENT,SENT_5251,PNT3,Orthographic variant,
bữa không,bựa nỏ,1,False,SENT,SENT_5441,PNT3,Demonstratives/Deixis,[reclassified from Multi-word idiom -> Demonstratives/Deixis]
cha không thích,bọ nỏ ưng,1,False,MCQA,MCQA_0010_1,PNT3,Kinship/Honorific terms,
chay,chạy,1,True,SENT,SENT_1222,PNT3,Orthographic variant,
chứ sau này,chơ mài bựa,1,False,SENT,SENT_4733,PNT3,Demonstratives/Deixis,[reclassified from Multi-word idiom -> Demonstratives/Deixis]
chứ mình không,chơ miềng nỏ,1,False,SENT,SENT_1546,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
chứ làm gì,cho rồi chơ mần chi,1,False,SENT,SENT_0814,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
chứ không,chơ khung,1,False,SENT,SENT_4057,PNT3,Negation/Function words,[reclassified from Multi-word idiom -> Negation/Function words]
chỗ,lộ,1,False,MCQA,MCQA_0137_1,PNT3,Predicate vocabulary,
chồng,dông,1,False,NLI,NLI_6960,PNT3,Kinship/Honorific terms,
chẳng,nọ,1,False,MCQA,MCQA_0043_3,PNT3,Negation/Function words,
chơi nữa,dởi nựa,1,False,SENT,SENT_1410,PNT3,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
chơi không,dởi nỏ,1,False,MCQA,MCQA_0077_0,PNT3,Negation/Function words,[reclassified from Multi-word idiom -> Negation/Function words]
chơi hoặc làm,dởi hay mần,1,False,SENT,SENT_0958,PNT3,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
chăng nữa,nựa,1,False,SENT,SENT_5017,PNT3,Connectives/Aspect markers,
chút nhưng,tí đều,1,False,SENT,SENT_1655,PNT3,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
chúng ta,mình,1,False,SENT,SENT_4155,PNT3,Pronouns,
chúng ta,miềng,1,False,MCQA,MCQA_0065_5,PNT3,Pronouns,
chúng mày lớn khôn lớn,bây nậy nậy,1,False,SENT,SENT_5017,PNT3,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
chú,kì con,1,False,NLI,NLI_3269,PNT3,Kinship/Honorific terms,
chân,cẳng,1,False,SENT,SENT_2217,PNT3,Predicate vocabulary,
chàng trai,anh nớ,1,False,NLI,NLI_0459,PNT3,Idiomatic expressions,[reclassified from Multi-word idiom -> Idiomatic expressions]
chuyên,hay,1,False,QA,QA_27033,PNT3,Predicate vocabulary,
chiện,chuyện,1,True,SENT,SENT_4428,PNT3,Orthographic variant,
chen,xô,1,False,SENT,SENT_1192,PNT3,Predicate vocabulary,
gọi thật,hú đại,1,False,MCQA,MCQA_0127_3,PNT3,Predicate vocabulary,
hoạ,họa,1,True,SENT,SENT_0534,PNT3,Orthographic variant,
hóa,hoá,1,True,NLI,NLI_0337,PNT3,Orthographic variant,
mẹ tao xưa,mạ tau hồi ơ,1,False,SENT,SENT_1146,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
nay đâu,ni mô,1,False,MCQA,MCQA_0051_0,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
nay tao,ni tau,1,False,SENT,SENT_5421,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
nay nó,ni hắn,1,False,SENT,SENT_4550,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
nay,ni đỏ,1,False,NLI,NLI_5715,PNT3,Demonstratives/Deixis,
mới muốn giành,mì ưng treng,1,False,NLI,NLI_3201,PNT3,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
một nữa số,nửa,1,False,QA,QA_19280,PNT3,Predicate vocabulary,
mổ,mỗi,1,False,SENT,SENT_4959,PNT3,Orthographic variant,
mến,quý,1,False,MCQA,MCQA_0065_5,PNT3,Predicate vocabulary,
mẹ vào,vô,1,False,SENT,SENT_0814,PNT3,Kinship/Honorific terms,
mẹ và anh,mạ với eng,1,False,MCQA,MCQA_0090_10,PNT3,Kinship/Honorific terms,
mẹ cô đã cảm thấy,mạ ả đạ chộ,1,False,NLI,NLI_0521,PNT3,Kinship/Honorific terms,[reclassified from Multi-word idiom -> Kinship/Honorific terms]
hôm,bữa,1,True,NLI,NLI_0830,PNT3,Demonstratives/Deixis,
mẫu,méng,1,False,MCQA,MCQA_0047_4,PNT3,Predicate vocabulary,
mất,luôn,1,False,SENT,SENT_5421,PNT3,Predicate vocabulary,
mượn,mạn,1,False,NLI,NLI_5143,PNT3,Orthographic variant,
mắc,dính,1,False,NLI,NLI_5167,PNT3,Predicate vocabulary,
móa,mẹ,1,False,SENT,SENT_0343,PNT3,Kinship/Honorific terms,
mình đành,miềng thì,1,False,MCQA,MCQA_0098_4,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
mình lúa,miềng ló,1,False,SENT,SENT_3906,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
mình không,mềng nỏ,1,False,SENT,SENT_2816,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
mình,mà tau,1,False,SENT,SENT_0192,PNT3,Pronouns,
má nó,mẹ hắn,1,False,SENT,SENT_3469,PNT3,Kinship/Honorific terms,
ngay lập tức,liền,1,True,NLI,NLI_6960,PNT3,Predicate vocabulary,
nghĩ tới,nhờ tời,1,False,MCQA,MCQA_0127_3,PNT3,Predicate vocabulary,
ngu,đần,1,False,SENT,SENT_5017,PNT3,Predicate vocabulary,
ngàng,hàng,1,False,SENT,SENT_1485,PNT3,Orthographic variant,
như thế nào nhỉ chắc,a răng hè e,1,False,SENT,SENT_2217,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
như thế nào,in răng,1,False,SENT,SENT_5017,PNT3,Interrogatives,
như thế nào,dư răng,1,False,MCQA,MCQA_0151_3,PNT3,Interrogatives,
như thế nào,a răng,1,True,QA,QA_1521,PNT3,Interrogatives,
nhíp,nhấp,1,False,SENT,SENT_0835,PNT3,Orthographic variant,
nhìn thấy,ngó chộ,1,False,QA,QA_17771,PNT3,Predicate vocabulary,
nhìn nó vào,ngó hắn vô,1,False,SENT,SENT_5360,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
nhanh vừa,mau bựa,1,False,SENT,SENT_5456,PNT3,Predicate vocabulary,
nha-kẻ,nha - kẻ,1,False,QA,QA_12019,PNT3,Noise/Non-linguistic,
ngờ,ngại,1,False,NLI,NLI_5143,PNT3,Predicate vocabulary,
anh chồng la hoài là vậy,eng dông nạt mãi mà rứa tê,1,False,SENT,SENT_3906,PNT3,Kinship/Honorific terms,[reclassified from Multi-word idiom -> Kinship/Honorific terms]
người phụ nữ đã,ả nớ đạ,1,False,NLI,NLI_6960,PNT3,Kinship/Honorific terms,[reclassified from Multi-word idiom -> Kinship/Honorific terms]
người kia mới,đứa tê,1,False,MCQA,MCQA_0042_7,PNT3,Idiomatic expressions,[reclassified from Multi-word idiom -> Idiomatic expressions]
người khác,họ,1,False,MCQA,MCQA_0010_1,PNT3,Pronouns,
người,đứa,1,True,NLI,NLI_6350,PNT3,Pronouns,
người,quân,1,True,QA,QA_11800,PNT3,Out-of-scope,
ngườ dân,ngài,1,False,NLI,NLI_4856,PNT3,Noise/Non-linguistic,
ngưới,người,1,True,NLI,NLI_0959,PNT3,Orthographic variant,
ngõ,trổng,1,False,SENT,SENT_0696,PNT3,Predicate vocabulary,
ngày nào,hôm mô,1,False,QA,QA_23724,PNT3,Interrogatives,
ngày,ngay,1,True,NLI,NLI_1420,PNT3,Orthographic variant,
má mấy mẻ,mà bọn hắn,1,False,SENT,SENT_5407,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
má,vãi,1,False,SENT,SENT_2148,PNT3,Kinship/Honorific terms,
mày chửi gì,mi chưởi chi,1,False,SENT,SENT_4959,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
kinh,ghê,1,True,SENT,SENT_4445,PNT3,Predicate vocabulary,
khổng lồ như vậy,bà lả in rứa,1,False,NLI,NLI_3211,PNT3,Demonstratives/Deixis,[reclassified from Multi-word idiom -> Demonstratives/Deixis]
không trượt,nỏ lệch,1,False,SENT,SENT_4494,PNT3,Negation/Function words,[reclassified from Multi-word idiom -> Negation/Function words]
không thấy cái đầu,nỏ chộ kì trốc,1,False,MCQA,MCQA_0152_3,PNT3,Negation/Function words,[reclassified from Multi-word idiom -> Negation/Function words]
không nhỉ,khung hè,1,False,SENT,SENT_5154,PNT3,Negation/Function words,[reclassified from Multi-word idiom -> Negation/Function words]
không làm,nỏ mần,1,True,SENT,SENT_4989,PNT3,Negation/Function words,[reclassified from Multi-word idiom -> Negation/Function words]
không cảm thấy,nỏ chộ,1,False,NLI,NLI_1420,PNT3,Negation/Function words,[reclassified from Multi-word idiom -> Negation/Function words]
không chơi,nỏ dởi,1,False,MCQA,MCQA_0077_0,PNT3,Negation/Function words,[reclassified from Multi-word idiom -> Negation/Function words]
khóm,bụi,1,True,MCQA,MCQA_0098_4,PNT3,Predicate vocabulary,
khóc,khóoc,1,False,MCQA,MCQA_0055_0,PNT3,Orthographic variant,
khiến các,mần mấy,1,False,NLI,NLI_4394,PNT3,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
khi đó,chầu nớ,1,False,QA,QA_20004,PNT3,Demonstratives/Deixis,
inh,minh,1,True,MCQA,MCQA_0056_2,PNT3,Orthographic variant,
hồi đó đã,thời nớ,1,False,SENT,SENT_2507,PNT3,Demonstratives/Deixis,
hối hả,tất ta tất tưởi,1,False,MCQA,MCQA_0090_10,PNT3,Idiomatic expressions,
họ,mấy người nớ,1,False,QA,QA_17769,PNT3,Pronouns,
hả,à,1,True,SENT,SENT_5008,PNT3,Discourse particles,
hôm xưa đâu,chầu tê mô,1,False,MCQA,MCQA_0051_0,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
hôm tao,bựa tau,1,True,SENT,SENT_1410,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
hôm nó gặm,bựa hắn cắm,1,False,SENT,SENT_0895,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
hôm nay,bữa ni,1,True,MCQA,MCQA_0047_2,PNT3,Demonstratives/Deixis,
hôm,bựa,1,True,MCQA,MCQA_0051_0,PNT3,Demonstratives/Deixis,
kia mới,nớ mì,1,False,SENT,SENT_3023,PNT3,Demonstratives/Deixis,[reclassified from Multi-word idiom -> Demonstratives/Deixis]
kêu khóc,khóoc,1,False,MCQA,MCQA_0055_0,PNT3,Predicate vocabulary,
muốn như thế nào,ưng chi nựa,1,False,SENT,SENT_2473,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
kỳ,cứ,1,False,QA,QA_6673,PNT3,Orthographic variant,
muốn làm,ưng mần,1,False,MCQA,MCQA_0074_6,PNT3,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
muốn gọi,ưng kêu,1,False,MCQA,MCQA_0151_1,PNT3,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
muốn bạn ấy,ưng hắn,1,False,MCQA,MCQA_0074_6,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
mong muốn,ưng,1,True,NLI,NLI_3108,PNT3,Predicate vocabulary,
mong bố,trông bọ,1,False,MCQA,MCQA_0016_0,PNT3,Kinship/Honorific terms,
mong,trông,1,False,NLI,NLI_6854,PNT3,Predicate vocabulary,
lầm,nhầm,1,True,MCQA,MCQA_0016_5,PNT3,Predicate vocabulary,
lũ,bọn,1,True,SENT,SENT_3273,PNT3,Pronouns,
ló rạng,ngoi lên,1,False,MCQA,MCQA_0069_1,PNT3,Predicate vocabulary,
lên,nên,1,False,SENT,SENT_2308,PNT3,Orthographic variant,
lâu mới,mì,1,False,SENT,SENT_1726,PNT3,Connectives/Aspect markers,
làm thế,mần rứa,1,True,SENT,SENT_5154,PNT3,Demonstratives/Deixis,[reclassified from Multi-word idiom -> Demonstratives/Deixis]
làm theo,mần dọi,1,False,MCQA,MCQA_0030_3,PNT3,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
làm tao sợ chetme,mần tau hại chetma,1,False,SENT,SENT_5456,PNT3,Idiomatic expressions,[reclassified from Multi-word idiom -> Idiomatic expressions]
làm sao ấy,răng á,1,False,SENT,SENT_4809,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
làm gì nó,mần chi hắn,1,False,SENT,SENT_1222,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
làm gì nhìu,mần chi nhiều,1,True,SENT,SENT_3618,PNT3,Interrogatives,[reclassified from Multi-word idiom -> Interrogatives]
làm cha làm mẹ,mần bọ mần mạ,1,False,SENT,SENT_4768,PNT3,Kinship/Honorific terms,[reclassified from Multi-word idiom -> Kinship/Honorific terms]
ly,xa,1,False,SENT,SENT_1222,PNT3,Predicate vocabulary,
luyện,lượn,1,False,MCQA,MCQA_0004_3,PNT3,Orthographic variant,
liền là không,luôn,1,False,SENT,SENT_1146,PNT3,Predicate vocabulary,
“tôi mong mình,“tau trông mềng,1,False,MCQA,MCQA_0152_3,PNT3,Pronouns,[reclassified from Multi-word idiom -> Pronouns]
