standard_span,dialect_span,n_occurrences,is_shared_across_dialects,tasks,sample_ids,dialect,CATEGORY,NOTES
các quốc gia,mấy nước,1,False,QA,QA_26901,PNN,Negation/Function words,
các chau,mấy đứa cháu,1,False,SENT,SENT_3273,PNN,Negation/Function words,
cuộc,vụ,1,False,QA,QA_18023,PNN,Predicate vocabulary,
cuối,sau,1,False,MCQA,MCQA_0100_1,PNN,Predicate vocabulary,
chọn,lựa,1,True,NLI,NLI_7530,PNN,Predicate vocabulary,
chịu,bị,1,False,QA,QA_18828,PNN,Predicate vocabulary,
chẳng,hông có,1,False,MCQA,MCQA_0030_3,PNN,Negation/Function words,
là ác,xá,1,False,SENT,SENT_4964,PNN,Noise/Non-linguistic,
lí,lý,1,True,NLI,NLI_0511,PNN,Orthographic variant,
phì,mập,1,False,SENT,SENT_5251,PNN,Predicate vocabulary,
những chiếc,mấy cái,1,False,MCQA,MCQA_0126_2,PNN,Negation/Function words,
những,các,1,False,MCQA,MCQA_0128_1,PNN,Negation/Function words,
nhờ,ngờ,1,True,MCQA,MCQA_0065_2,PNN,Noise/Non-linguistic,
nhặt xem,lượm coi,1,True,SENT,SENT_5315,PNN,Predicate vocabulary,
nhặt quả,luợm trái,1,False,MCQA,MCQA_0041_5,PNN,Predicate vocabulary,
nhằm,để,1,True,QA,QA_9601,PNN,Connectives/Aspect markers,
nhằm,đặng,1,False,QA,QA_21489,PNN,Connectives/Aspect markers,
như thế nào đến,ra sao tới,1,False,QA,QA_12099,PNN,Interrogatives,
như thế nào nhỉ,sao ta,1,False,SENT,SENT_2217,PNN,Interrogatives,
như thế nào lên,ra sao đến,1,False,QA,QA_8904,PNN,Interrogatives,
như thế nhỉ,vậy ta,1,False,SENT,SENT_1338,PNN,Interrogatives,
như,y,1,False,SENT,SENT_3060,PNN,Predicate vocabulary,
như,mà,1,False,QA,QA_22620,PNN,Connectives/Aspect markers,
nhìn,ngó,1,True,MCQA,MCQA_0152_3,PNN,Predicate vocabulary,
nhé nhỉ,như,1,True,SENT,SENT_0534,PNN,Discourse particles,
nhiều,nhóc,1,False,NLI,NLI_5451,PNN,Predicate vocabulary,
buồn,sầu,1,False,NLI,NLI_1420,PNN,Predicate vocabulary,
những gì,mấy chuyện,1,False,NLI,NLI_7469,PNN,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
nhanh thế,lẹ dữ hồi,1,False,SENT,SENT_1485,PNN,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
những khu vực,mấy vùng,1,False,QA,QA_18828,PNN,Negation/Function words,
phát ngôn,nói năng,1,False,SENT,SENT_4861,PNN,Predicate vocabulary,
phát khổ,mệt,1,False,SENT,SENT_0192,PNN,Predicate vocabulary,
oi bức,nóng nực,1,False,MCQA,MCQA_0048_5,PNN,Predicate vocabulary,
nữ,con gái,1,False,NLI,NLI_0959,PNN,Predicate vocabulary,
nẻo,con,1,False,MCQA,MCQA_0137_1,PNN,Predicate vocabulary,
nấp mau,núp lẹ,1,False,MCQA,MCQA_0039_4,PNN,Predicate vocabulary,
nảy,mọc,1,False,MCQA,MCQA_0126_2,PNN,Predicate vocabulary,
nơi,chỗ,1,True,QA,QA_8086,PNN,Predicate vocabulary,
nông,ruộng,1,False,MCQA,MCQA_0096_0,PNN,Predicate vocabulary,
nói rằng ông,kêu là ổng,1,False,NLI,NLI_4616,PNN,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
nói,là,1,False,MCQA,MCQA_0056_1,PNN,Predicate vocabulary,
ném vào,quăng vô,1,False,SENT,SENT_4150,PNN,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
ném,quăng,1,True,SENT,SENT_5315,PNN,Predicate vocabulary,
những việc,mấy vụ,1,False,NLI,NLI_6110,PNN,Negation/Function words,
những việc,mấy chuyện,1,False,QA,QA_10410,PNN,Negation/Function words,
nhiều,mấy,1,False,MCQA,MCQA_0100_2,PNN,Negation/Function words,
ngừa,hờ,1,False,MCQA,MCQA_0128_2,PNN,Predicate vocabulary,
lũ,tụi,1,True,SENT,SENT_3273,PNN,Pronouns,
mẹ bật,má mở,1,True,MCQA,MCQA_0048_2,PNN,Kinship/Honorific terms,
mẹ,mã,1,False,NLI,NLI_2899,PNN,Noise/Non-linguistic,
mặt,mặc,1,True,MCQA,MCQA_0081_4,PNN,Noise/Non-linguistic,
mặc,bận,1,False,NLI,NLI_6637,PNN,Predicate vocabulary,
mấy,họ,1,False,SENT,SENT_0192,PNN,Pronouns,
mượn,mướn,1,False,NLI,NLI_5143,PNN,Orthographic variant,
móa,má,1,False,SENT,SENT_0343,PNN,Noise/Non-linguistic,
mãi đến,hoài tới,1,True,MCQA,MCQA_0095_1,PNN,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
mãi không,hoài hông,1,False,MCQA,MCQA_0116_5,PNN,Negation/Function words,[reclassified from Multi-word idiom -> Negation/Function words]
mãi,hoài,1,True,MCQA,MCQA_0095_1,PNN,Predicate vocabulary,
muốn,mắc,1,False,SENT,SENT_4885,PNN,Predicate vocabulary,
mang thai,có chửa,1,False,NLI,NLI_4217,PNN,Predicate vocabulary,
mang,chở,1,False,MCQA,MCQA_0138_5,PNN,Predicate vocabulary,
lợn,heo,1,False,SENT,SENT_4519,PNN,Predicate vocabulary,
lại,về,1,False,MCQA,MCQA_0037_2,PNN,Predicate vocabulary,
lười thế,làm biếng vậy,1,False,MCQA,MCQA_0041_7,PNN,Predicate vocabulary,[reclassified from Multi-word idiom -> Predicate vocabulary]
mẹ bảo,má biểu,1,False,MCQA,MCQA_0074_5,PNN,Kinship/Honorific terms,
mẹ nhé,má nhen,1,False,MCQA,MCQA_0037_2,PNN,Kinship/Honorific terms,
người cha,ba,1,False,MCQA,MCQA_0043_3,PNN,Kinship/Honorific terms,
mẹ và,má rồi,1,False,MCQA,MCQA_0037_2,PNN,Kinship/Honorific terms,
người bố,ba,1,False,MCQA,MCQA_0137_3,PNN,Kinship/Honorific terms,
ngơi khi,lúc,1,False,MCQA,MCQA_0069_5,PNN,Connectives/Aspect markers,
ngày qua,bữa,1,False,NLI,NLI_0157,PNN,Predicate vocabulary,
ngày,hồi,1,True,SENT,SENT_3555,PNN,Predicate vocabulary,
ngày,bữa,1,True,NLI,NLI_7681,PNN,Predicate vocabulary,
nghìn,ngàn,1,False,SENT,SENT_1222,PNN,Orthographic variant,
ngay lập tức,liền,1,True,NLI,NLI_6960,PNN,Predicate vocabulary,
ngang,vịt xiêm,1,False,SENT,SENT_1222,PNN,Noise/Non-linguistic,
ngan bố,vịt xiêm ba,1,False,MCQA,MCQA_0144_0,PNN,Kinship/Honorific terms,
mức,cỡ,1,False,SENT,SENT_1172,PNN,Predicate vocabulary,
một số,mấy,1,True,QA,QA_17926,PNN,Negation/Function words,
một nữa,phân nửa,1,False,QA,QA_19280,PNN,Predicate vocabulary,
một,tới,1,False,SENT,SENT_4155,PNN,Noise/Non-linguistic,
mọi,hết thảy,1,False,NLI,NLI_5735,PNN,Negation/Function words,
mệt mỏi,oải,1,False,NLI,NLI_4266,PNN,Predicate vocabulary,
“tôi,“tui,1,True,MCQA,MCQA_0152_3,PNN,Pronouns,
