target_dialect,opcode,standard_span,dialect_span,n_occurrences,n_distinct_samples,tasks,example_sample_ids,category
PNN,replace,cả,hết,1,1,NLI,NLI_4616,Demonstratives/Deixis
PNN,replace,cậu cởi,nó lột,1,1,MCQA,MCQA_0120_3,Pronouns
PNN,replace,cậu trèo,nó leo,1,1,MCQA,MCQA_0120_3,Pronouns
PNN,replace,do mẹ,tại má,1,1,SENT,SENT_1146,Kinship/Honorific terms
PNN,replace,dàn,từ từ,1,1,QA,QA_24045,Predicate vocabulary
PNN,replace,dạt,tấp,1,1,MCQA,MCQA_0095_1,Predicate vocabulary
PNN,replace,em ấy,ẻm,1,1,SENT,SENT_4861,Pronouns
PNN,replace,ghen tị,phân bì,1,1,MCQA,MCQA_0090_10,Predicate vocabulary
PNN,replace,giai đoạn,lúc,1,1,NLI,NLI_3048,Connectives/Aspect markers
PNN,replace,giống,y chang,1,1,SENT,SENT_1098,Predicate vocabulary
PNN,replace,gà,dở,1,1,SENT,SENT_0814,Predicate vocabulary
PNN,replace,gàn dở,khùng điên,1,1,MCQA,MCQA_0030_3,Noise/Non-linguistic
PNN,replace,gấp gáp,rốp rẻng,1,1,MCQA,MCQA_0039_4,Predicate vocabulary
PNN,replace,gọi thật,kêu thiệt,1,1,MCQA,MCQA_0127_3,Noise/Non-linguistic
PNN,replace,hoa quả,trái cây,1,1,MCQA,MCQA_0127_0,Predicate vocabulary
PNN,replace,hoảng hốt,quýnh quáng,1,1,MCQA,MCQA_0055_1,Predicate vocabulary
PNN,replace,hoặc,hay,1,1,NLI,NLI_3048,Connectives/Aspect markers
PNN,replace,hối hả,tất bật,1,1,MCQA,MCQA_0090_10,Discourse particles
PNN,replace,khi bố bảo,lúc ba kêu,1,1,MCQA,MCQA_0010_3,Noise/Non-linguistic
PNN,replace,khi cha,lúc ba,1,1,MCQA,MCQA_0098_4,Noise/Non-linguistic
PNN,replace,khi các,lúc mấy,1,1,MCQA,MCQA_0092_1,Noise/Non-linguistic
PNN,replace,khi không,lúc hông,1,1,QA,QA_3982,Noise/Non-linguistic
PNN,replace,khi mẹ,lúc má,1,1,MCQA,MCQA_0144_3,Noise/Non-linguistic
PNN,replace,khi xem những,lúc coi mấy,1,1,NLI,NLI_2899,Noise/Non-linguistic
PNN,replace,khiến các,làm mấy,1,1,NLI,NLI_4394,Noise/Non-linguistic
PNN,replace,khuất,mất,1,1,MCQA,MCQA_0100_1,Noise/Non-linguistic
PNN,replace,khác,ta,1,1,MCQA,MCQA_0010_1,Noise/Non-linguistic
PNN,replace,khóm,bụi,1,1,MCQA,MCQA_0098_4,Noise/Non-linguistic
PNN,replace,không chú,hông để,1,1,MCQA,MCQA_0100_1,Negation/Function words
PNN,replace,không chạm,hông đụng,1,1,NLI,NLI_7176,Negation/Function words
PNN,replace,không khiến,hông làm,1,1,SENT,SENT_5251,Negation/Function words
PNN,replace,không nhầm hôm,hông lầm bữa,1,1,SENT,SENT_4550,Noise/Non-linguistic
PNN,replace,không nhỉ,lắm hông,1,1,SENT,SENT_0237,Discourse particles
PNN,replace,không về,hông dìa,1,1,MCQA,MCQA_0123_6,Negation/Function words
PNN,replace,khổng lồ,bự chảng,1,1,NLI,NLI_3211,Noise/Non-linguistic
PNN,replace,kinh,ghê,1,1,SENT,SENT_4445,Noise/Non-linguistic
PNN,replace,lao,nhào,1,1,SENT,SENT_5407,Predicate vocabulary
PNN,replace,là ác,xá,1,1,SENT,SENT_4964,Predicate vocabulary
PNN,replace,lâu lâu,thảng thảng,1,1,SENT,SENT_1726,Predicate vocabulary
PNN,replace,lí,lý,1,1,NLI,NLI_0511,Predicate vocabulary
PNN,replace,lũ,tụi,1,1,SENT,SENT_3273,Pronouns
PNN,replace,lười thế,làm biếng vậy,1,1,MCQA,MCQA_0041_7,Demonstratives/Deixis
PNN,replace,lại,về,1,1,MCQA,MCQA_0037_2,Connectives/Aspect markers
PNN,replace,lợn,heo,1,1,SENT,SENT_4519,Predicate vocabulary
PNN,replace,mang,chở,1,1,MCQA,MCQA_0138_5,Predicate vocabulary
PNN,replace,mang thai,có chửa,1,1,NLI,NLI_4217,Predicate vocabulary
PNN,replace,muốn,mắc,1,1,SENT,SENT_4885,Predicate vocabulary
PNN,replace,mãi,hoài,1,1,MCQA,MCQA_0095_1,Connectives/Aspect markers
PNN,replace,mãi không,hoài hông,1,1,MCQA,MCQA_0116_5,Negation/Function words
PNN,replace,mãi đến,hoài tới,1,1,MCQA,MCQA_0095_1,Connectives/Aspect markers
PNN,replace,móa,má,1,1,SENT,SENT_0343,Kinship/Honorific terms
PNN,replace,mượn,mướn,1,1,NLI,NLI_5143,Predicate vocabulary
PNN,replace,mấy,họ,1,1,SENT,SENT_0192,Pronouns
PNN,replace,mặc,bận,1,1,NLI,NLI_6637,Predicate vocabulary
PNN,replace,mặt,mặc,1,1,MCQA,MCQA_0081_4,Predicate vocabulary
PNN,replace,mẹ,mã,1,1,NLI,NLI_2899,Kinship/Honorific terms
PNN,replace,mẹ bảo,má biểu,1,1,MCQA,MCQA_0074_5,Kinship/Honorific terms
PNN,replace,mẹ bật,má mở,1,1,MCQA,MCQA_0048_2,Kinship/Honorific terms
PNN,replace,mẹ nhé,má nhen,1,1,MCQA,MCQA_0037_2,Kinship/Honorific terms
PNN,replace,mẹ và,má rồi,1,1,MCQA,MCQA_0037_2,Kinship/Honorific terms
PNN,replace,mệt mỏi,oải,1,1,NLI,NLI_4266,Predicate vocabulary
PNN,replace,mọi,hết thảy,1,1,NLI,NLI_5735,Demonstratives/Deixis
PNN,replace,một,tới,1,1,SENT,SENT_4155,Connectives/Aspect markers
PNN,replace,một nữa,phân nửa,1,1,QA,QA_19280,Connectives/Aspect markers
PNN,replace,một số,mấy,1,1,QA,QA_17926,Demonstratives/Deixis
PNN,replace,mức,cỡ,1,1,SENT,SENT_1172,Predicate vocabulary
PNN,replace,ngan bố,vịt xiêm ba,1,1,MCQA,MCQA_0144_0,Kinship/Honorific terms
PNN,replace,ngang,vịt xiêm,1,1,SENT,SENT_1222,Predicate vocabulary
PNN,replace,ngay lập tức,liền,1,1,NLI,NLI_6960,Connectives/Aspect markers
PNN,replace,nghìn,ngàn,1,1,SENT,SENT_1222,Predicate vocabulary
PNN,replace,ngày,bữa,1,1,NLI,NLI_7681,Orthographic variant
PNN,replace,ngày,hồi,1,1,SENT,SENT_3555,Connectives/Aspect markers
PNN,replace,ngày qua,bữa,1,1,NLI,NLI_0157,Predicate vocabulary
PNN,replace,ngơi khi,lúc,1,1,MCQA,MCQA_0069_5,Connectives/Aspect markers
PNN,replace,người bố,ba,1,1,MCQA,MCQA_0137_3,Kinship/Honorific terms
PNN,replace,người cha,ba,1,1,MCQA,MCQA_0043_3,Kinship/Honorific terms
PNN,replace,ngừa,hờ,1,1,MCQA,MCQA_0128_2,Predicate vocabulary
PNN,replace,nhanh thế,lẹ dữ hồi,1,1,SENT,SENT_1485,Demonstratives/Deixis
PNN,replace,nhiều,mấy,1,1,MCQA,MCQA_0100_2,Demonstratives/Deixis
PNN,replace,nhiều,nhóc,1,1,NLI,NLI_5451,Demonstratives/Deixis
PNN,replace,nhé nhỉ,như,1,1,SENT,SENT_0534,Discourse particles
PNN,replace,nhìn,ngó,1,1,MCQA,MCQA_0152_3,Predicate vocabulary
PNN,replace,như,mà,1,1,QA,QA_22620,Connectives/Aspect markers
PNN,replace,như,y,1,1,SENT,SENT_3060,Noise/Non-linguistic
PNN,replace,như thế nhỉ,vậy ta,1,1,SENT,SENT_1338,Demonstratives/Deixis
PNN,replace,như thế nào lên,ra sao đến,1,1,QA,QA_8904,Interrogatives
PNN,replace,như thế nào nhỉ,sao ta,1,1,SENT,SENT_2217,Interrogatives
PNN,replace,như thế nào đến,ra sao tới,1,1,QA,QA_12099,Interrogatives
PNN,replace,nhằm,đặng,1,1,QA,QA_21489,Connectives/Aspect markers
PNN,replace,nhằm,để,1,1,QA,QA_9601,Connectives/Aspect markers
PNN,replace,nhặt quả,luợm trái,1,1,MCQA,MCQA_0041_5,Predicate vocabulary
PNN,replace,nhặt xem,lượm coi,1,1,SENT,SENT_5315,Predicate vocabulary
PNN,replace,nhờ,ngờ,1,1,MCQA,MCQA_0065_2,Predicate vocabulary
PNN,replace,những,các,1,1,MCQA,MCQA_0128_1,Demonstratives/Deixis
PNN,replace,những chiếc,mấy cái,1,1,MCQA,MCQA_0126_2,Demonstratives/Deixis
PNN,replace,những gì,mấy chuyện,1,1,NLI,NLI_7469,Interrogatives
PNN,replace,những khu vực,mấy vùng,1,1,QA,QA_18828,Demonstratives/Deixis
PNN,replace,những việc,mấy chuyện,1,1,QA,QA_10410,Demonstratives/Deixis
PNN,replace,những việc,mấy vụ,1,1,NLI,NLI_6110,Demonstratives/Deixis
PNN,replace,ném,quăng,1,1,SENT,SENT_5315,Predicate vocabulary
PNN,replace,ném vào,quăng vô,1,1,SENT,SENT_4150,Connectives/Aspect markers
PNN,replace,nói,là,1,1,MCQA,MCQA_0056_1,Predicate vocabulary
PNN,replace,nói rằng ông,kêu là ổng,1,1,NLI,NLI_4616,Noise/Non-linguistic
PNN,replace,nông,ruộng,1,1,MCQA,MCQA_0096_0,Predicate vocabulary
PNN,replace,nơi,chỗ,1,1,QA,QA_8086,Predicate vocabulary
PNN,replace,nảy,mọc,1,1,MCQA,MCQA_0126_2,Predicate vocabulary
PNN,replace,nấp mau,núp lẹ,1,1,MCQA,MCQA_0039_4,Predicate vocabulary
PNN,replace,nẻo,con,1,1,MCQA,MCQA_0137_1,Predicate vocabulary
PNN,replace,nữ,con gái,1,1,NLI,NLI_0959,Predicate vocabulary
PNN,replace,oi bức,nóng nực,1,1,MCQA,MCQA_0048_5,Predicate vocabulary
PNN,replace,phát khổ,mệt,1,1,SENT,SENT_0192,Predicate vocabulary
PNN,replace,phát ngôn,nói năng,1,1,SENT,SENT_4861,Predicate vocabulary
PNN,replace,phì,mập,1,1,SENT,SENT_5251,Predicate vocabulary
PNN,replace,phúc đáp,hồi âm,1,1,MCQA,MCQA_0065_5,Connectives/Aspect markers
PNN,replace,phải,tính,1,1,SENT,SENT_1908,Predicate vocabulary
PNN,replace,quá,ghê,1,1,SENT,SENT_4035,Predicate vocabulary
PNN,replace,quả,cú,1,1,SENT,SENT_1093,Predicate vocabulary
PNN,replace,quần áo,đồ,1,1,MCQA,MCQA_0120_3,Predicate vocabulary
PNN,replace,rơi vào,lọt vô,1,1,QA,QA_3368,Connectives/Aspect markers
PNN,replace,rất to,bự chảng,1,1,NLI,NLI_1921,Predicate vocabulary
PNN,replace,rộng toang toác,bô bô,1,1,SENT,SENT_1338,Predicate vocabulary
PNN,replace,sau này,mai mốt,1,1,SENT,SENT_4733,Connectives/Aspect markers
PNN,replace,sinh sao này,trò mai mốt,1,1,SENT,SENT_4160,Interrogatives
PNN,replace,số,phần,1,1,NLI,NLI_0959,Predicate vocabulary
PNN,replace,sử dụng,xài,1,1,QA,QA_7517,Predicate vocabulary
PNN,replace,sử dụng vào,xài vô,1,1,QA,QA_3982,Connectives/Aspect markers
PNN,replace,ta,mình,1,1,SENT,SENT_2308,Pronouns
PNN,replace,thành thục,rành rọt,1,1,NLI,NLI_0028,Predicate vocabulary
PNN,replace,thêm khó chịu và,bực mình với,1,1,MCQA,MCQA_0116_5,Connectives/Aspect markers
PNN,replace,thì như thế nào,ra sao,1,1,QA,QA_26719,Interrogatives
PNN,replace,thông tin,chuyện,1,1,MCQA,MCQA_0018_4,Predicate vocabulary
PNN,replace,thật không,thiệt hông,1,1,MCQA,MCQA_0042_2,Discourse particles
PNN,replace,thật đáng thương,ên thiệt tội nghiệp,1,1,MCQA,MCQA_0042_2,Discourse particles
PNN,replace,thằng chúng mày,đứa tụi bây,1,1,SENT,SENT_2515,Pronouns
PNN,replace,thế chân,vậy giò,1,1,SENT,SENT_1908,Demonstratives/Deixis
PNN,replace,thế không,dữ hông,1,1,SENT,SENT_4885,Demonstratives/Deixis
PNN,replace,thế kia không,vậy hông,1,1,SENT,SENT_3094,Demonstratives/Deixis
PNN,replace,thế nào khi,ra sao lúc,1,1,QA,QA_5750,Interrogatives
PNN,replace,thủ,hườm,1,1,SENT,SENT_3814,Predicate vocabulary
PNN,replace,thủ,thử,1,1,QA,QA_23452,Predicate vocabulary
PNN,replace,thức,đồ,1,1,MCQA,MCQA_0030_1,Predicate vocabulary
PNN,replace,thực,thật,1,1,MCQA,MCQA_0012_5,Connectives/Aspect markers
PNN,replace,tiêm,chích,1,1,NLI,NLI_6280,Predicate vocabulary
PNN,replace,trong tương lai,sau này,1,1,NLI,NLI_0959,Connectives/Aspect markers
PNN,replace,trrong gia đoạn,hồi lúc,1,1,QA,QA_10410,Connectives/Aspect markers
PNN,replace,trút,quăng,1,1,MCQA,MCQA_0138_5,Predicate vocabulary
PNN,replace,trước,bữa,1,1,SENT,SENT_5456,Predicate vocabulary
PNN,replace,trất,dẹp đi,1,1,SENT,SENT_0018,Predicate vocabulary
PNN,replace,trở nên,đâm ra,1,1,QA,QA_22620,Connectives/Aspect markers
PNN,replace,tuyết,tuyệt,1,1,NLI,NLI_0337,Orthographic variant
PNN,replace,tìm những,kiếm mấy,1,1,SENT,SENT_3169,Noise/Non-linguistic
PNN,replace,tình,ý,1,1,QA,QA_17769,Predicate vocabulary
PNN,replace,tình hình kinh doanh,vụ làm ăn,1,1,NLI,NLI_4572,Idiomatic expressions
PNN,replace,tại thời điểm,lúc,1,1,NLI,NLI_0337,Connectives/Aspect markers
PNN,replace,tận,tuốt,1,1,MCQA,MCQA_0096_0,Connectives/Aspect markers
PNN,replace,tập làm,viết,1,1,MCQA,MCQA_0074_6,Predicate vocabulary
PNN,replace,tỏ,ra,1,1,SENT,SENT_4861,Noise/Non-linguistic
PNN,replace,tốt,giỏi,1,1,NLI,NLI_0515,Predicate vocabulary
PNN,replace,tốt thật,giỏi thiệt,1,1,SENT,SENT_3750,Connectives/Aspect markers
PNN,replace,từ,do,1,1,QA,QA_18828,Noise/Non-linguistic
PNN,replace,từ,hồi,1,1,MCQA,MCQA_0010_1,Connectives/Aspect markers
PNN,replace,tự do,thả giàn,1,1,NLI,NLI_4233,Connectives/Aspect markers
PNN,replace,van xin,năn nỉ,1,1,MCQA,MCQA_0030_1,Predicate vocabulary
PNN,replace,việc,cái vụ,1,1,QA,QA_27538,Predicate vocabulary
PNN,replace,việc ông ấy,vụ ổng,1,1,SENT,SENT_4057,Pronouns
PNN,replace,và,ghê với,1,1,SENT,SENT_4885,Connectives/Aspect markers
PNN,replace,và,lắm với,1,1,MCQA,MCQA_0140_3,Discourse particles
PNN,replace,và bảo,rồi kêu,1,1,MCQA,MCQA_0128_2,Connectives/Aspect markers
PNN,replace,và bật,với té,1,1,NLI,NLI_4394,Connectives/Aspect markers
PNN,replace,và không,rồi hông,1,1,MCQA,MCQA_0138_5,Negation/Function words
PNN,replace,và không,với hông,1,1,MCQA,MCQA_0138_5,Negation/Function words
PNN,replace,và những,với mấy,1,1,MCQA,MCQA_0056_2,Demonstratives/Deixis
PNN,replace,và rất,với,1,1,MCQA,MCQA_0140_3,Connectives/Aspect markers
PNN,replace,vào túi,vô bịch,1,1,MCQA,MCQA_0091_0,Connectives/Aspect markers
PNN,replace,vâng,dạ,1,1,SENT,SENT_3169,Discourse particles
PNN,replace,vâng,nghe,1,1,MCQA,MCQA_0056_2,Discourse particles
PNN,replace,vì,tại anh,1,1,MCQA,MCQA_0041_7,Connectives/Aspect markers
PNN,replace,vì,tại cái,1,1,MCQA,MCQA_0141_2,Connectives/Aspect markers
PNN,replace,vì bố,tại ba,1,1,MCQA,MCQA_0010_1,Kinship/Honorific terms
PNN,replace,vì cha không,tại ba hổng,1,1,MCQA,MCQA_0010_1,Kinship/Honorific terms
PNN,replace,vì cậu,tại nó,1,1,MCQA,MCQA_0077_0,Pronouns
PNN,replace,vì cậu không,tại nó hông,1,1,MCQA,MCQA_0077_0,Pronouns
PNN,replace,vì không,tại hông,1,1,QA,QA_19877,Negation/Function words
PNN,replace,vì mẹ bảo,tại má biểu,1,1,MCQA,MCQA_0074_5,Kinship/Honorific terms
PNN,replace,vì nguyên nhân,tại lí do,1,1,QA,QA_20004,Demonstratives/Deixis
PNN,replace,vì đến,tại tới,1,1,SENT,SENT_5441,Connectives/Aspect markers
PNN,replace,ví,bóp,1,1,NLI,NLI_1077,Predicate vocabulary
PNN,replace,vấn đề,vụ,1,1,QA,QA_2325,Predicate vocabulary
PNN,replace,vẫn,vần,1,1,MCQA,MCQA_0072_2,Orthographic variant
PNN,replace,về bệnh,bịnh,1,1,NLI,NLI_0157,Predicate vocabulary
PNN,replace,về điều,nghe chuyện,1,1,MCQA,MCQA_0030_1,Discourse particles
PNN,replace,vệ,lề,1,1,MCQA,MCQA_0138_5,Predicate vocabulary
PNN,replace,với ạ,giùm cái,1,1,SENT,SENT_4768,Discourse particles
PNN,replace,vờ,bộ,1,1,MCQA,MCQA_0055_0,Predicate vocabulary
PNN,replace,vở chọn bút,tập lựa viết,1,1,MCQA,MCQA_0064_1,Idiomatic expressions
PNN,replace,vỡ vụn,banh,1,1,NLI,NLI_3171,Predicate vocabulary
PNN,replace,xây,gầy,1,1,QA,QA_17724,Predicate vocabulary
PNN,replace,xơi,ăn,1,1,SENT,SENT_1192,Predicate vocabulary
PNN,replace,xấu hổ,mắc cỡ,1,1,MCQA,MCQA_0090_10,Predicate vocabulary
PNN,replace,yêu cầu,biểu,1,1,MCQA,MCQA_0047_4,Predicate vocabulary
PNN,replace,à,hả,1,1,SENT,SENT_3094,Discourse particles
PNN,replace,áo quần,đồ,1,1,MCQA,MCQA_0064_1,Predicate vocabulary
PNN,replace,ông bà đấy thế nào,ổng bả ra sao,1,1,SENT,SENT_4519,Pronouns
PNN,replace,ông bố,ba,1,1,MCQA,MCQA_0037_2,Kinship/Honorific terms
PNN,replace,ông đến,ổng tới,1,1,QA,QA_9767,Pronouns
PNN,replace,ôtô cá,xe hơi cá,1,1,NLI,NLI_3915,Predicate vocabulary
PNN,replace,đi,hai,1,1,MCQA,MCQA_0152_0,Predicate vocabulary
PNN,replace,điên rồ,tửng,1,1,NLI,NLI_6854,Predicate vocabulary
PNN,replace,điều khiển,lái,1,1,MCQA,MCQA_0127_3,Predicate vocabulary
PNN,replace,điều may mắn,chuyện hên,1,1,MCQA,MCQA_0127_3,Predicate vocabulary
PNN,replace,đáng,để,1,1,MCQA,MCQA_0114_6,Connectives/Aspect markers
PNN,replace,đáng buồn,mắc,1,1,MCQA,MCQA_0041_7,Predicate vocabulary
PNN,replace,đánh,uýnh,1,1,SENT,SENT_1971,Predicate vocabulary
PNN,replace,đã đưa ra ý kiến,nói,1,1,MCQA,MCQA_0010_3,Connectives/Aspect markers
PNN,replace,đùa,giỡn,1,1,SENT,SENT_1655,Predicate vocabulary
PNN,replace,được,nổi,1,1,SENT,SENT_3060,Predicate vocabulary
PNN,replace,được,đặng,1,1,SENT,SENT_5360,Connectives/Aspect markers
PNN,replace,đến nơi nào,tới đâu,1,1,QA,QA_3410,Interrogatives
PNN,replace,đến thối,tới thúi,1,1,MCQA,MCQA_0126_2,Connectives/Aspect markers
PNN,replace,đến việc,tới vụ,1,1,SENT,SENT_1894,Connectives/Aspect markers
PNN,replace,đển,tới,1,1,NLI,NLI_3107,Connectives/Aspect markers
PNN,replace,định đánh,tính ăn,1,1,MCQA,MCQA_0114_1,Predicate vocabulary
PNN,replace,đột,tự,1,1,NLI,NLI_6129,Predicate vocabulary
PNN,replace,ư,hả,1,1,SENT,SENT_2515,Discourse particles
PNN,replace,ạ thế thì em,vậy con,1,1,MCQA,MCQA_0025_10,Pronouns
PNN,replace,ấy chứ,nít đó chớ,1,1,SENT,SENT_3023,Demonstratives/Deixis
PNN,replace,ấy đánh không,á uýnh hông,1,1,SENT,SENT_1971,Demonstratives/Deixis
PNN,replace,ầm,váng,1,1,MCQA,MCQA_0055_0,Predicate vocabulary
PNN,replace,“tôi,“tui,1,1,MCQA,MCQA_0152_3,Pronouns
PNT1,replace,gì,chi,43,41,MCQA; NLI; QA; SENT,MCQA_0018_4; MCQA_0030_1; MCQA_0030_3; MCQA_0036_5; MCQA_0037_2,Interrogatives
PNT1,replace,có,cúa,27,21,MCQA; NLI; QA; SENT,MCQA_0018_4; MCQA_0137_1; MCQA_0144_0; MCQA_0147_4; MCQA_0152_0,Orthographic variant
PNT1,replace,đã,đả,21,21,MCQA; NLI; QA,NLI_4654; NLI_5733; QA_12019; QA_14184; QA_15627,Orthographic variant
PNT1,replace,cho,chua,17,15,MCQA; NLI; QA; SENT,MCQA_0120_7; MCQA_0138_3; MCQA_0140_3; MCQA_0142_1; MCQA_0144_0,Connectives/Aspect markers
PNT1,replace,thế nào,răng,16,16,MCQA; QA; SENT,MCQA_0058_0; MCQA_0095_1; QA_11800; QA_12824; QA_13646,Interrogatives
PNT1,replace,vào,vô,12,9,MCQA; NLI; SENT,MCQA_0041_5; MCQA_0091_0; MCQA_0091_1; MCQA_0095_1; MCQA_0096_0,Connectives/Aspect markers
PNT1,replace,mày,mi,11,7,SENT,SENT_2515; SENT_3520; SENT_3670; SENT_4737; SENT_4768,Pronouns
PNT1,replace,con,coan,10,5,MCQA,MCQA_0030_3; MCQA_0039_4; MCQA_0043_3; MCQA_0043_4; MCQA_0010_3,Orthographic variant
PNT1,replace,không,chả,10,10,NLI; SENT,NLI_1749; NLI_2559; NLI_2615; NLI_4217; NLI_4746,Negation/Function words
PNT1,replace,sao,răng,10,10,MCQA; NLI; SENT,MCQA_0074_5; MCQA_0074_6; MCQA_0077_0; MCQA_0081_4; MCQA_0100_1,Interrogatives
PNT1,replace,có,cóa,8,4,MCQA; SENT,MCQA_0030_1; MCQA_0042_2; SENT_0237; SENT_0462,Orthographic variant
PNT1,replace,con,cuôn,7,7,MCQA; NLI; QA; SENT,MCQA_0137_1; MCQA_0151_1; NLI_5704; QA_6664; SENT_1410,Orthographic variant
PNT1,replace,như thế nào,răng,7,7,MCQA; SENT,MCQA_0018_4; MCQA_0018_6; MCQA_0025_9; MCQA_0036_5; MCQA_0041_5,Interrogatives
PNT1,replace,như thế nào,ra răng,6,6,MCQA,MCQA_0064_1; MCQA_0065_2; MCQA_0081_3; MCQA_0090_10; MCQA_0090_6,Interrogatives
PNT1,replace,nói,nuối,6,5,MCQA; QA; SENT,MCQA_0037_2; MCQA_0037_4; MCQA_0041_7; QA_27033; SENT_0237,Orthographic variant
PNT1,replace,vậy,rứa,5,5,MCQA; NLI; SENT,MCQA_0016_5; MCQA_0060_2; NLI_3211; NLI_4616; SENT_4861,Orthographic variant
PNT1,replace,xem,coi,5,3,MCQA; NLI,MCQA_0114_1; MCQA_0114_6; NLI_2899,Predicate vocabulary
PNT1,replace,dẫn,dắt,4,1,MCQA,MCQA_0064_1,Predicate vocabulary
PNT1,replace,gì,cấy chi,4,4,MCQA; QA,MCQA_0120_3; MCQA_0128_2; QA_17769; QA_18652,Interrogatives
PNT1,replace,họ,bọn hấn,4,1,MCQA,MCQA_0043_4,Pronouns
PNT1,replace,lười,nhác,4,1,MCQA,MCQA_0041_7,Predicate vocabulary
PNT1,replace,nó,hấn,4,4,NLI; SENT,NLI_5704; SENT_1410; SENT_2816; SENT_3249,Pronouns
PNT1,replace,với,ví,4,4,MCQA,MCQA_0126_2; MCQA_0138_5; MCQA_0142_1; MCQA_0147_4,Predicate vocabulary
PNT1,replace,đâu,đi mô,4,1,MCQA,MCQA_0051_0,Interrogatives
PNT1,replace,cha,bố,3,3,MCQA; SENT,MCQA_0144_0; SENT_3067; MCQA_0010_1,Kinship/Honorific terms
PNT1,replace,chó con,chóa coan,3,2,MCQA,MCQA_0010_1; MCQA_0010_3,Kinship/Honorific terms
PNT1,replace,không,nỏ,3,2,MCQA,MCQA_0123_6; MCQA_0128_1,Negation/Function words
PNT1,replace,mình,tau,3,3,SENT,SENT_2816; SENT_4057; SENT_4745,Pronouns
PNT1,replace,viết,vít,3,2,MCQA; SENT,MCQA_0025_10; SENT_0462,Orthographic variant
PNT1,replace,và,ví,3,2,MCQA,MCQA_0123_6; MCQA_0128_1,Connectives/Aspect markers
PNT1,replace,điểm,đỉm,3,3,MCQA; NLI,MCQA_0137_1; NLI_2313; NLI_0337,Orthographic variant
PNT1,replace,giờ,chừ,2,2,SENT,SENT_0462; SENT_0534,Orthographic variant
PNT1,replace,gì,cái chi,2,2,MCQA; QA,MCQA_0016_0; QA_19406,Interrogatives
PNT1,replace,gọi,hú,2,2,MCQA,MCQA_0100_2; MCQA_0127_3,Predicate vocabulary
PNT1,replace,hiểm,hỉm,2,2,MCQA; NLI,MCQA_0039_4; NLI_0240,Predicate vocabulary
PNT1,replace,khóc,khốc,2,1,MCQA,MCQA_0055_0,Noise/Non-linguistic
PNT1,replace,khỏi,khuổi,2,2,MCQA; NLI,MCQA_0152_0; NLI_0337,Noise/Non-linguistic
PNT1,replace,muốn,mún,2,2,MCQA; SENT,MCQA_0151_1; SENT_0462,Orthographic variant
PNT1,replace,mẹ,moẹ,2,2,SENT,SENT_0814; SENT_3060,Orthographic variant
PNT1,replace,người,ngừi,2,2,NLI; SENT,NLI_6350; SENT_3618,Orthographic variant
PNT1,replace,nuôi,nui,2,1,MCQA,MCQA_0010_3,Predicate vocabulary
PNT1,replace,nào,chi,2,2,MCQA; QA,MCQA_0104_4; QA_7517,Interrogatives
PNT1,replace,nên,niên,2,2,NLI,NLI_4266; NLI_4916,Connectives/Aspect markers
PNT1,replace,nữa,nửa,2,2,MCQA; SENT,SENT_2308; MCQA_0004_3,Orthographic variant
PNT1,replace,thẹo,sẹo,2,1,SENT,SENT_1146,Predicate vocabulary
PNT1,replace,thế,rứa,2,1,MCQA,MCQA_0090_6,Orthographic variant
PNT1,replace,vậy,rứ,2,1,MCQA,MCQA_0037_4,Orthographic variant
PNT1,replace,vờ,bộ,2,2,MCQA,MCQA_0055_0; MCQA_0055_1,Predicate vocabulary
PNT1,replace,"""ai",“ai,1,1,MCQA,MCQA_0072_2,Interrogatives
PNT1,replace,bb,bạn bè,1,1,SENT,SENT_3514,Noise/Non-linguistic
PNT1,replace,biết,bítt,1,1,NLI,NLI_2313,Predicate vocabulary
PNT1,replace,"biết""","bít""",1,1,NLI,NLI_2313,Predicate vocabulary
PNT1,replace,biển,bỉn,1,1,MCQA,MCQA_0014_1,Predicate vocabulary
PNT1,replace,bãi,bải,1,1,NLI,NLI_0516,Predicate vocabulary
PNT1,replace,bé,bíe,1,1,MCQA,MCQA_0120_7,Predicate vocabulary
PNT1,replace,bó với,bóa vứi,1,1,MCQA,MCQA_0020_1,Predicate vocabulary
PNT1,replace,bạn nhỉ mình,mi nhở tau,1,1,SENT,SENT_4745,Pronouns
PNT1,replace,bả,bã,1,1,MCQA,MCQA_0065_2,Pronouns
PNT1,replace,bắt,tống,1,1,NLI,NLI_4217,Predicate vocabulary
PNT1,replace,bỏ vào,bỏa vô,1,1,MCQA,MCQA_0041_5,Connectives/Aspect markers
PNT1,replace,chau,cháu,1,1,SENT,SENT_3273,Predicate vocabulary
PNT1,replace,chetme,bome,1,1,SENT,SENT_5456,Noise/Non-linguistic
PNT1,replace,chg,chẳng,1,1,SENT,SENT_3514,Noise/Non-linguistic
PNT1,replace,chiếm,chím,1,1,NLI,NLI_2837,Predicate vocabulary
PNT1,replace,chiến,chín,1,1,QA,QA_10377,Predicate vocabulary
PNT1,replace,cho chó con,choa chóa coan,1,1,MCQA,MCQA_0010_3,Pronouns
PNT1,replace,chui,bò,1,1,NLI,NLI_2615,Predicate vocabulary
PNT1,replace,chàng trai,nó,1,1,NLI,NLI_0459,Pronouns
PNT1,replace,chân tình,chăn tềnh,1,1,MCQA,MCQA_0116_5,Predicate vocabulary
