sample_id,task,target_dialect,opcode,standard_span,dialect_span,category,source
QA_26154,QA,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
QA_26154,QA,PNT2,replace,thế nào,răng,Interrogatives,lexicon_match
QA_26154,QA,PNT3,replace,không,nỏ,Negation/Function words,lexicon_match
QA_26154,QA,PNT3,replace,thế nào,răng,Interrogatives,lexicon_match
QA_26357,QA,PNT2,replace,đã,đạ,Connectives/Aspect markers,lexicon_match
QA_26357,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_26357,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
QA_26456,QA,PNN,insert,,cái,Negation/Function words,lexicon_match
QA_26456,QA,PNT2,replace,làm gì,mần chi,Interrogatives,lexicon_match
QA_26456,QA,PNT3,replace,làm gì,mần cấy chi,Interrogatives,lexicon_match
QA_26456,QA,PNT4,replace,gì,chi,Interrogatives,lexicon_match
QA_26462,QA,PNN,replace,bà,bả,Pronouns,lexicon_match
QA_26462,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_26462,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_26558,QA,PNT1,replace,nào,mô,Negation/Function words,lexicon_match
QA_26558,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_26558,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_26558,QA,PNT3,delete,đã,,Connectives/Aspect markers,lexicon_match
QA_26558,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
QA_26719,QA,PNT2,replace,thế nào,răng,Interrogatives,lexicon_match
QA_26719,QA,PNT3,replace,thế nào,răng,Interrogatives,lexicon_match
QA_26719,QA,PNT4,replace,thế nào,ren,Interrogatives,lexicon_match
QA_26901,QA,PNT3,replace,đã,đạ,Connectives/Aspect markers,lexicon_match
QA_26901,QA,PNT3,replace,một,kì,Negation/Function words,lexicon_match
QA_26901,QA,PNT3,replace,thế nào,răng,Interrogatives,lexicon_match
QA_27000,QA,PNB,replace,cha,bố,Kinship/Honorific terms,lexicon_match
QA_27000,QA,PNN,replace,thế,như,Demonstratives/Deixis,lexicon_match
QA_27000,QA,PNT2,replace,thế nào,như răng,Interrogatives,lexicon_match
QA_27000,QA,PNT3,replace,thế nào,như răng,Interrogatives,lexicon_match
QA_27000,QA,PNT4,replace,thế nào,ra ren,Interrogatives,lexicon_match
QA_27033,QA,PNT3,replace,như thế nào,chi,Interrogatives,lexicon_match
QA_27033,QA,PNT4,replace,thế nào,răn,Interrogatives,lexicon_match
QA_2707,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_2707,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_27538,QA,PNT3,replace,thế nào,răng,Interrogatives,lexicon_match
QA_3137,QA,PNN,replace,không,hông,Negation/Function words,lexicon_match
QA_3137,QA,PNT1,replace,nào,mô,Negation/Function words,lexicon_match
QA_3137,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_3137,QA,PNT2,replace,không thể,nỏ,Negation/Function words,lexicon_match
QA_3137,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
QA_3368,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_3368,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_3410,QA,PNT2,replace,đã,đạ,Connectives/Aspect markers,lexicon_match
QA_3410,QA,PNT2,replace,nơi nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_3410,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
QA_3982,QA,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
QA_3982,QA,PNT2,replace,gì,chi,Interrogatives,lexicon_match
QA_3982,QA,PNT3,replace,không,nọ,Negation/Function words,lexicon_match
QA_3982,QA,PNT3,replace,đã,đạ,Connectives/Aspect markers,lexicon_match
QA_3982,QA,PNT3,replace,gì,chi rứa,Interrogatives,lexicon_match
QA_3982,QA,PNT4,replace,gì,chi,Interrogatives,lexicon_match
QA_4111,QA,PNN,delete,thế,,Demonstratives/Deixis,lexicon_match
QA_4111,QA,PNT3,replace,thế nào,răng,Interrogatives,lexicon_match
QA_4111,QA,PNT4,replace,thế nào,ren,Interrogatives,lexicon_match
QA_4230,QA,PNN,replace,không,hông,Negation/Function words,lexicon_match
QA_4230,QA,PNT2,replace,gì,chi,Interrogatives,lexicon_match
QA_4230,QA,PNT3,replace,không,khung,Negation/Function words,lexicon_match
QA_4230,QA,PNT3,replace,làm gì,mần cấy chi,Interrogatives,lexicon_match
QA_4230,QA,PNT4,replace,gì,chi,Interrogatives,lexicon_match
QA_4380,QA,PNT2,replace,đã,đạ,Connectives/Aspect markers,lexicon_match
QA_4380,QA,PNT2,replace,như thế nào,chi,Interrogatives,lexicon_match
QA_4380,QA,PNT4,replace,thế nào,răn,Interrogatives,lexicon_match
QA_4814,QA,PNN,replace,không,hông,Negation/Function words,lexicon_match
QA_4814,QA,PNN,insert,,cái,Negation/Function words,lexicon_match
QA_4814,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_4814,QA,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
QA_4814,QA,PNT2,replace,nó,hấn,Pronouns,lexicon_match
QA_4814,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_4814,QA,PNT3,replace,nó,hắn,Pronouns,lexicon_match
QA_4814,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
QA_4833,QA,PNN,delete,thế,,Demonstratives/Deixis,lexicon_match
QA_4833,QA,PNT2,replace,nó như thế nào,răng,Interrogatives,lexicon_match
QA_4833,QA,PNT3,replace,nó,hắn,Pronouns,lexicon_match
QA_4833,QA,PNT3,replace,thế nào,răng,Interrogatives,lexicon_match
QA_4833,QA,PNT4,replace,thế nào,ren,Interrogatives,lexicon_match
QA_4887,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_4887,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_4887,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
QA_5051,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_5051,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_5051,QA,PNT3,delete,đã,,Connectives/Aspect markers,lexicon_match
QA_5750,QA,PNN,replace,không,hông,Negation/Function words,lexicon_match
QA_5750,QA,PNT2,replace,thế nào,a răng,Interrogatives,lexicon_match
QA_5750,QA,PNT3,replace,thế nào,ra răng,Interrogatives,lexicon_match
QA_5750,QA,PNT3,replace,không,nỏ,Negation/Function words,lexicon_match
QA_5750,QA,PNT4,replace,thế nào,như răn,Interrogatives,lexicon_match
QA_6624,QA,PNT2,replace,đã,đạ,Connectives/Aspect markers,lexicon_match
QA_6624,QA,PNT2,replace,làm gì,mần chi,Interrogatives,lexicon_match
QA_6624,QA,PNT3,replace,gì,chi,Interrogatives,lexicon_match
QA_6624,QA,PNT4,replace,gì,chi,Interrogatives,lexicon_match
QA_6664,QA,PNT3,replace,đã,đạ,Connectives/Aspect markers,lexicon_match
QA_6664,QA,PNT3,replace,đã,đạ,Connectives/Aspect markers,lexicon_match
QA_6664,QA,PNT3,replace,thế nào,răng he,Interrogatives,lexicon_match
QA_6664,QA,PNT4,replace,thế nào,răn,Interrogatives,lexicon_match
QA_6673,QA,PNN,replace,không,hông,Negation/Function words,lexicon_match
QA_6673,QA,PNT1,replace,làm gì,mần chi,Interrogatives,lexicon_match
QA_6673,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_6673,QA,PNT2,replace,làm gì,mần cấy chi,Interrogatives,lexicon_match
QA_6673,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_6673,QA,PNT3,replace,gì,chi,Interrogatives,lexicon_match
QA_6673,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
QA_6673,QA,PNT4,replace,gì,chi,Interrogatives,lexicon_match
QA_6720,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_6720,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_6720,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
QA_7436,QA,PNT1,replace,nào,mô,Negation/Function words,lexicon_match
QA_7436,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_7436,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_7436,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
QA_7442,QA,PNB,replace,làm,đã khiến,Predicate vocabulary,lexicon_match
QA_7442,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_7442,QA,PNT3,replace,nào,chi,Interrogatives,lexicon_match
QA_7442,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
QA_7517,QA,PNT1,replace,nào,mô,Negation/Function words,lexicon_match
QA_7517,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_7517,QA,PNT2,insert,,cấy,Negation/Function words,lexicon_match
QA_7517,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_7517,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_7517,QA,PNT3,replace,nào,mô khác,Interrogatives,lexicon_match
QA_7713,QA,PNN,insert,,cái,Negation/Function words,lexicon_match
QA_7713,QA,PNN,delete,gọi,,Predicate vocabulary,lexicon_match
QA_7713,QA,PNT2,replace,nó,hấn,Pronouns,lexicon_match
QA_7713,QA,PNT2,replace,gì,chi,Interrogatives,lexicon_match
QA_7713,QA,PNT3,replace,gì,chi,Interrogatives,lexicon_match
QA_7713,QA,PNT4,replace,nó,hén,Pronouns,lexicon_match
QA_7713,QA,PNT4,replace,gì,chi,Interrogatives,lexicon_match
QA_7747,QA,PNN,delete,thế,,Demonstratives/Deixis,lexicon_match
QA_7747,QA,PNT2,replace,đã,đạ,Connectives/Aspect markers,lexicon_match
QA_7747,QA,PNT3,replace,thế nào,răng,Interrogatives,lexicon_match
QA_8137,QA,PNB,delete,nó,,Pronouns,lexicon_match
QA_8137,QA,PNT1,replace,đâu,mô,Negation/Function words,lexicon_match
QA_8137,QA,PNT2,replace,nó,hấn,Pronouns,lexicon_match
QA_8137,QA,PNT2,replace,đâu,mô,Interrogatives; Negation/Function words,lexicon_match
QA_8137,QA,PNT3,replace,nó,hắn,Pronouns,lexicon_match
QA_8137,QA,PNT3,replace,đâu,mô,Interrogatives; Negation/Function words,lexicon_match
QA_8137,QA,PNT4,replace,đâu,mô,Interrogatives,lexicon_match
QA_8904,QA,PNT3,insert,,kì,Negation/Function words,lexicon_match
QA_8904,QA,PNT3,replace,đã,đạ,Connectives/Aspect markers,lexicon_match
QA_8904,QA,PNT3,replace,thế nào,răng,Interrogatives,lexicon_match
QA_9223,QA,PNN,replace,không,hông,Negation/Function words,lexicon_match
QA_9223,QA,PNT2,replace,đã,đạ,Connectives/Aspect markers,lexicon_match
QA_9223,QA,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
QA_9223,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_9223,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_9223,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
QA_9483,QA,PNN,replace,không,hông,Negation/Function words,lexicon_match
QA_9483,QA,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
QA_9483,QA,PNT4,replace,gì,chi,Interrogatives,lexicon_match
QA_9520,QA,PNT2,replace,đâu,mô,Interrogatives; Negation/Function words,lexicon_match
QA_9601,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_9601,QA,PNT3,replace,nào,mô rựa,Interrogatives,lexicon_match
QA_9601,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
QA_9637,QA,PNT3,replace,thế nào,răng,Interrogatives,lexicon_match
QA_9767,QA,PNT3,replace,thế nào,răng,Interrogatives,lexicon_match
QA_9774,QA,PNN,replace,không,hông,Negation/Function words,lexicon_match
QA_9774,QA,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
QA_9774,QA,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_9774,QA,PNT3,replace,không,nỏ,Negation/Function words,lexicon_match
QA_9774,QA,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
QA_9774,QA,PNT4,replace,nào,mô,Interrogatives,lexicon_match
SENT_0534,SENT,PNB,replace,nhỉ,nghĩ,Discourse particles,lexicon_match
SENT_0696,SENT,PNT1,replace,tao,tau,Pronouns,lexicon_match
SENT_0696,SENT,PNT2,replace,tôi,tui,Pronouns,lexicon_match
SENT_0696,SENT,PNT2,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_0696,SENT,PNT2,replace,nó,hấn,Pronouns,lexicon_match
SENT_0696,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_0696,SENT,PNT2,replace,chúng nó,bọn hấn,Pronouns,lexicon_match
SENT_0696,SENT,PNT2,replace,tôi,tui,Pronouns,lexicon_match
SENT_0814,SENT,PNT1,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_0895,SENT,PNT1,replace,làm,mần,Predicate vocabulary,lexicon_match
SENT_0895,SENT,PNT2,replace,làm,mần,Predicate vocabulary,lexicon_match
SENT_0958,SENT,PNN,replace,tao,tui,Pronouns,lexicon_match
SENT_0958,SENT,PNN,replace,tao,tui,Pronouns,lexicon_match
SENT_0958,SENT,PNT1,replace,tao,tau,Pronouns,lexicon_match
SENT_0958,SENT,PNT1,replace,tao,tau,Pronouns,lexicon_match
SENT_1093,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1093,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1098,SENT,PNB,replace,vậy,thế,Demonstratives/Deixis,lexicon_match
SENT_1098,SENT,PNT2,replace,sao,răng,Interrogatives,lexicon_match
SENT_1146,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1146,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_1146,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_1146,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_1146,SENT,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
SENT_1161,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1161,SENT,PNT1,replace,tao,tau,Pronouns,lexicon_match
SENT_1172,SENT,PNN,replace,nhỉ,ghê,Discourse particles,lexicon_match
SENT_1192,SENT,PNN,replace,nhé,nha,Discourse particles,lexicon_match
SENT_1192,SENT,PNN,replace,đấy,đó,Demonstratives/Deixis,lexicon_match
SENT_1192,SENT,PNT1,replace,tao,tau,Pronouns,lexicon_match
SENT_1192,SENT,PNT2,replace,nhé,nha,Discourse particles,lexicon_match
SENT_1192,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_1192,SENT,PNT2,replace,đấy,đó,Discourse particles,lexicon_match
SENT_1222,SENT,PNN,insert,,cái,Negation/Function words,lexicon_match
SENT_1222,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1222,SENT,PNT1,replace,làm,mần,Predicate vocabulary,lexicon_match
SENT_1222,SENT,PNT1,replace,làm,mần,Predicate vocabulary,lexicon_match
SENT_1222,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_1222,SENT,PNT2,replace,nó,hấn,Pronouns,lexicon_match
SENT_1222,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_1222,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_1222,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_1222,SENT,PNT2,replace,nó,hấn,Pronouns,lexicon_match
SENT_1222,SENT,PNT2,replace,nó,hấn,Pronouns,lexicon_match
SENT_1239,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1239,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1239,SENT,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
SENT_1239,SENT,PNT2,replace,gì,chi,Interrogatives,lexicon_match
SENT_1239,SENT,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
SENT_1239,SENT,PNT2,replace,thấy,chộ,Predicate vocabulary,lexicon_match
SENT_1239,SENT,PNT3,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1239,SENT,PNT3,replace,gì,chi,Interrogatives,lexicon_match
SENT_1239,SENT,PNT3,replace,thấy,chộ,Predicate vocabulary,lexicon_match
SENT_1338,SENT,PNT2,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1338,SENT,PNT2,replace,nó,hấn,Pronouns,lexicon_match
SENT_1338,SENT,PNT3,replace,sao,răng,Interrogatives,lexicon_match
SENT_1338,SENT,PNT3,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1338,SENT,PNT3,replace,nó,hắn,Pronouns,lexicon_match
SENT_1338,SENT,PNT3,replace,thế nhỉ,rứa hè,Idiomatic expressions,lexicon_match
SENT_1410,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1410,SENT,PNT1,replace,tao,tau,Pronouns,lexicon_match
SENT_1410,SENT,PNT1,replace,tao,tau,Pronouns,lexicon_match
SENT_1410,SENT,PNT3,replace,nó,hắn,Pronouns,lexicon_match
SENT_1485,SENT,PNT2,replace,sao,răng,Interrogatives,lexicon_match
SENT_1485,SENT,PNT2,replace,thế,rứa,Demonstratives/Deixis,lexicon_match
SENT_1485,SENT,PNT4,replace,thế,rứa,Demonstratives/Deixis,lexicon_match
SENT_1546,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1546,SENT,PNT2,replace,nó,hấn,Pronouns,lexicon_match
SENT_1546,SENT,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
SENT_1546,SENT,PNT4,replace,nó,hắn,Pronouns,lexicon_match
SENT_1546,SENT,PNT4,replace,nó,hắn,Pronouns,lexicon_match
SENT_1579,SENT,PNB,replace,đó,đấy,Demonstratives/Deixis,lexicon_match
SENT_1579,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1579,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_1626,SENT,PNB,delete,về,,Predicate vocabulary,lexicon_match
SENT_1626,SENT,PNN,replace,thật,thiệt,Connectives/Aspect markers,lexicon_match
SENT_1626,SENT,PNT1,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1626,SENT,PNT2,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1626,SENT,PNT2,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1626,SENT,PNT3,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1626,SENT,PNT3,replace,này cơ,ni,Demonstratives/Deixis,lexicon_match
SENT_1626,SENT,PNT4,replace,xem,coi,Predicate vocabulary,lexicon_match
SENT_1655,SENT,PNN,delete,rất,,Predicate vocabulary,lexicon_match
SENT_1655,SENT,PNN,insert,,dữ,Predicate vocabulary,lexicon_match
SENT_1655,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1655,SENT,PNT2,replace,chứ,chơ,Connectives/Aspect markers,lexicon_match
SENT_1655,SENT,PNT3,replace,không,coi,Predicate vocabulary,lexicon_match
SENT_1726,SENT,PNN,replace,thế này,vậy,Demonstratives/Deixis,lexicon_match
SENT_1726,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1726,SENT,PNT2,replace,thế này,như ri,Demonstratives/Deixis,lexicon_match
SENT_1726,SENT,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
SENT_1726,SENT,PNT2,replace,gì,chi,Interrogatives,lexicon_match
SENT_1726,SENT,PNT3,replace,thế này,như ri,Demonstratives/Deixis,lexicon_match
SENT_1726,SENT,PNT3,replace,không,chơ nỏ,Negation/Function words,lexicon_match
SENT_1726,SENT,PNT3,replace,gì,chi,Interrogatives,lexicon_match
SENT_1726,SENT,PNT3,replace,xem,nựa coi,Predicate vocabulary,lexicon_match
SENT_1726,SENT,PNT4,replace,gì,chi,Interrogatives,lexicon_match
SENT_1726,SENT,PNT4,replace,xem,coi,Predicate vocabulary,lexicon_match
SENT_1771,SENT,PNN,replace,thế,vậy,Demonstratives/Deixis,lexicon_match
SENT_1771,SENT,PNT1,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1771,SENT,PNT2,replace,gì,chi,Interrogatives,lexicon_match
SENT_1771,SENT,PNT2,replace,thế,rứa,Demonstratives/Deixis,lexicon_match
SENT_1771,SENT,PNT3,replace,mày,mi,Pronouns,lexicon_match
SENT_1771,SENT,PNT3,replace,gì,chi,Interrogatives,lexicon_match
SENT_1771,SENT,PNT4,replace,thế,rứa,Demonstratives/Deixis,lexicon_match
SENT_1894,SENT,PNT1,replace,tao,tau,Pronouns,lexicon_match
SENT_1894,SENT,PNT1,replace,đó,nứ,Demonstratives/Deixis,lexicon_match
SENT_1894,SENT,PNT2,replace,gì,chi,Interrogatives,lexicon_match
SENT_1894,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_1894,SENT,PNT2,replace,đó,nớ,Demonstratives/Deixis,lexicon_match
SENT_1894,SENT,PNT3,replace,gì,chi,Interrogatives,lexicon_match
SENT_1894,SENT,PNT3,replace,tao,tau,Pronouns,lexicon_match
SENT_1894,SENT,PNT3,replace,xem,ngó,Predicate vocabulary,lexicon_match
SENT_1908,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_1908,SENT,PNT2,replace,sao,chi,Interrogatives,lexicon_match
SENT_1908,SENT,PNT3,replace,tao,tau,Pronouns,lexicon_match
SENT_1908,SENT,PNT3,replace,sao,răng,Interrogatives,lexicon_match
SENT_1908,SENT,PNT3,replace,cái,kì,Negation/Function words,lexicon_match
SENT_1915,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_1915,SENT,PNT2,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1915,SENT,PNT4,replace,nào,mô,Interrogatives,lexicon_match
SENT_1915,SENT,PNT4,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1971,SENT,PNT2,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1971,SENT,PNT2,replace,lớn,nậy,Predicate vocabulary,lexicon_match
SENT_1971,SENT,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
SENT_1971,SENT,PNT2,replace,nó,hấn,Pronouns,lexicon_match
SENT_1971,SENT,PNT3,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1971,SENT,PNT3,replace,tụi nó,bọn hắn,Pronouns,lexicon_match
SENT_1971,SENT,PNT4,replace,này,ni,Demonstratives/Deixis,lexicon_match
SENT_1971,SENT,PNT4,replace,sao,ren,Interrogatives,lexicon_match
SENT_1971,SENT,PNT4,replace,nó,hắn,Pronouns,lexicon_match
SENT_2129,SENT,PNB,replace,nào,này,Demonstratives/Deixis,lexicon_match
SENT_2129,SENT,PNN,replace,nhé,nhen,Discourse particles,lexicon_match
SENT_2129,SENT,PNT1,replace,tao,tau,Pronouns,lexicon_match
SENT_2129,SENT,PNT2,replace,tao,tau,Pronouns,lexicon_match
SENT_2129,SENT,PNT2,replace,thế nào,răng,Interrogatives,lexicon_match
SENT_2129,SENT,PNT3,replace,tao,tau,Pronouns,lexicon_match
SENT_2129,SENT,PNT3,replace,đã,đạ,Connectives/Aspect markers,lexicon_match
SENT_2129,SENT,PNT3,replace,thế nào,răng,Interrogatives,lexicon_match
SENT_2129,SENT,PNT3,replace,nhé,nghe,Discourse particles,lexicon_match
SENT_2148,SENT,PNB,replace,má,mẹ,Kinship/Honorific terms,lexicon_match
SENT_2148,SENT,PNT2,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
SENT_2148,SENT,PNT2,replace,nhìn thấy,chộ,Predicate vocabulary,lexicon_match
SENT_2148,SENT,PNT2,replace,gì,chi,Interrogatives,lexicon_match
SENT_2148,SENT,PNT2,replace,hà,rứa,Demonstratives/Deixis,lexicon_match
SENT_2148,SENT,PNT3,replace,nào,mô,Interrogatives; Negation/Function words,lexicon_match
SENT_2148,SENT,PNT3,replace,nó,hắn,Pronouns,lexicon_match
SENT_2148,SENT,PNT3,replace,nó,hắn,Pronouns,lexicon_match
SENT_2148,SENT,PNT3,replace,gì,chi,Interrogatives,lexicon_match
SENT_2148,SENT,PNT4,replace,má,mẹ,Kinship/Honorific terms,lexicon_match
SENT_2148,SENT,PNT4,replace,nào,mô,Interrogatives,lexicon_match
SENT_2217,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_2217,SENT,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
SENT_2217,SENT,PNT3,replace,không,nọ,Negation/Function words,lexicon_match
SENT_2308,SENT,PNN,replace,ấy,đó,Demonstratives/Deixis,lexicon_match
SENT_2308,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_2308,SENT,PNT3,replace,đâu,mô,Interrogatives; Negation/Function words,lexicon_match
SENT_2308,SENT,PNT4,replace,đâu,có,Interrogatives,lexicon_match
SENT_2473,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_2473,SENT,PNN,replace,nhé,nhá,Discourse particles,lexicon_match
SENT_2473,SENT,PNN,replace,như thế nào,sao,Interrogatives,lexicon_match
SENT_2473,SENT,PNT2,replace,không,nỏ,Negation/Function words,lexicon_match
SENT_2473,SENT,PNT2,replace,vậy,rứa,Demonstratives/Deixis,lexicon_match
SENT_2473,SENT,PNT2,replace,thế nào,răng,Interrogatives,lexicon_match
SENT_2473,SENT,PNT3,replace,nên,bơ,Connectives/Aspect markers,lexicon_match
SENT_2473,SENT,PNT3,replace,nhé,nghe,Discourse particles,lexicon_match
SENT_2473,SENT,PNT4,replace,như thế nào,ren,Interrogatives,lexicon_match
SENT_2507,SENT,PNN,replace,thế này,vậy,Demonstratives/Deixis,lexicon_match
SENT_2507,SENT,PNT2,replace,thế này,như ri,Demonstratives/Deixis,lexicon_match
SENT_2507,SENT,PNT2,replace,gì đâu,cây chi mô,Interrogatives,lexicon_match
SENT_2507,SENT,PNT2,replace,đó,nớ,Demonstratives/Deixis,lexicon_match
SENT_2507,SENT,PNT2,replace,vậy,rứa,Demonstratives/Deixis,lexicon_match
SENT_2507,SENT,PNT3,replace,chứ,chơ,Connectives/Aspect markers,lexicon_match
SENT_2507,SENT,PNT3,replace,thế này,ri,Demonstratives/Deixis,lexicon_match
SENT_2507,SENT,PNT3,replace,vậy,rứa,Demonstratives/Deixis,lexicon_match
SENT_2507,SENT,PNT4,replace,thế này,như ri,Demonstratives/Deixis,lexicon_match
SENT_2507,SENT,PNT4,replace,gì,chi,Interrogatives,lexicon_match
SENT_2507,SENT,PNT4,replace,giờ,chừ,Negation/Function words,lexicon_match
SENT_2507,SENT,PNT4,replace,vậy,rứa,Demonstratives/Deixis,lexicon_match
SENT_2515,SENT,PNN,replace,không,hông,Negation/Function words,lexicon_match
SENT_2515,SENT,PNT2,replace,chúng mày,nhà bây,Pronouns,lexicon_match
SENT_2515,SENT,PNT3,replace,chúng mày,bọn mi mà,Pronouns,lexicon_match
SENT_2515,SENT,PNT3,replace,không,nỏ,Negation/Function words,lexicon_match
