sample_id,task,target_dialect,opcode,opcode_seq,standard_span,dialect_span,standard_span_len,dialect_span_len,is_known,match_direction,category,lexicon_standard_word,lexicon_region_column
MCQA_0074_6,MCQA,PNT3,replace,2,muốn làm,ưng mần,2,2,False,none,Multi-word idiom,,
MCQA_0074_6,MCQA,PNT3,replace,3,muốn bạn ấy,ưng hắn,3,2,False,none,Multi-word idiom,,
MCQA_0074_6,MCQA,PNT4,replace,0,sao,ren,1,1,True,dialect_phrase,Interrogatives,sao / thế nào,QuangNam
MCQA_0074_6,MCQA,PNT4,replace,1,ấy,nớ,1,1,True,dialect_phrase,Demonstratives/Deixis,ấy / đó,QuangNam
MCQA_0077_0,MCQA,PNN,replace,0,vì,tại,1,1,False,none,Connectives/Aspect markers,,
MCQA_0077_0,MCQA,PNN,replace,1,gọi,kêu,1,1,True,dialect_phrase,Predicate vocabulary,gọi,NamBo
MCQA_0077_0,MCQA,PNN,replace,2,vì cậu suốt ngày,tại nó cứ,4,3,False,none,Multi-word idiom,,
MCQA_0077_0,MCQA,PNN,replace,3,không,hông,1,1,True,dialect_phrase,Negation/Function words,không,NamBo
MCQA_0077_0,MCQA,PNN,replace,4,vì cậu suốt ngày,tại nó cứ,4,3,False,none,Multi-word idiom,,
MCQA_0077_0,MCQA,PNN,replace,5,không,hông,1,1,True,dialect_phrase,Negation/Function words,không,NamBo
MCQA_0077_0,MCQA,PNN,replace,6,vì cậu không,tại nó hông,3,3,False,none,Multi-word idiom,,
MCQA_0077_0,MCQA,PNN,delete,7,tham gia trò,,3,0,False,none,Unknown,,
MCQA_0077_0,MCQA,PNN,replace,8,cùng,chung với,1,2,False,none,Predicate vocabulary,,
MCQA_0077_0,MCQA,PNN,replace,9,vì cậu,tại nó,2,2,False,none,Multi-word idiom,,
MCQA_0077_0,MCQA,PNN,replace,10,không,hông,1,1,True,dialect_phrase,Negation/Function words,không,NamBo
MCQA_0077_0,MCQA,PNN,replace,11,các,mấy,1,1,False,none,Negation/Function words,,
MCQA_0077_0,MCQA,PNT1,replace,0,sao,răng,1,1,False,none,Interrogatives,,
MCQA_0077_0,MCQA,PNT2,replace,0,sao,răng,1,1,True,dialect_phrase,Interrogatives,sao / thế nào,HaTinh_QB_QT; NgheAn
MCQA_0077_0,MCQA,PNT2,replace,1,gọi,kêu,1,1,True,standard_word,Predicate vocabulary,hú,HaTinh_QB_QT
MCQA_0077_0,MCQA,PNT2,replace,2,vì cậu,tại lạo,2,2,False,none,Multi-word idiom,,
MCQA_0077_0,MCQA,PNT2,replace,3,ngày,ngay,1,1,False,none,Orthographic variant,,
MCQA_0077_0,MCQA,PNT2,replace,4,không,nỏ,1,1,True,dialect_phrase,Negation/Function words,không,HaTinh_QB_QT; NgheAn
MCQA_0077_0,MCQA,PNT2,replace,5,vì cậu,tại lạo,2,2,False,none,Multi-word idiom,,
MCQA_0077_0,MCQA,PNT2,replace,6,ngày,ngay,1,1,False,none,Orthographic variant,,
MCQA_0077_0,MCQA,PNT2,replace,7,mình,chắc,1,1,False,none,Noise/Non-linguistic,,
MCQA_0077_0,MCQA,PNT2,replace,8,không,nỏ,1,1,True,dialect_phrase,Negation/Function words,không,HaTinh_QB_QT; NgheAn
MCQA_0077_0,MCQA,PNT2,replace,9,vì cậu không,tại lạo nỏ,3,3,False,none,Multi-word idiom,,
MCQA_0077_0,MCQA,PNT2,replace,10,cùng,với,1,1,False,none,Connectives/Aspect markers,,
MCQA_0077_0,MCQA,PNT2,replace,11,vì cậu,tại lạo,2,2,False,none,Multi-word idiom,,
MCQA_0077_0,MCQA,PNT2,replace,12,ngày,ngay,1,1,False,none,Orthographic variant,,
MCQA_0077_0,MCQA,PNT2,replace,13,không,nỏ,1,1,True,dialect_phrase,Negation/Function words,không,HaTinh_QB_QT; NgheAn
MCQA_0077_0,MCQA,PNT3,replace,0,sao,răng,1,1,True,dialect_phrase,Interrogatives,sao / thế nào,HaTinh_QB_QT; Hue
MCQA_0077_0,MCQA,PNT3,replace,1,cậu,hắn,1,1,True,dialect_phrase,Pronouns,nó,HaTinh_QB_QT; Hue
MCQA_0077_0,MCQA,PNT3,replace,2,chơi không,dởi nỏ,2,2,False,none,Multi-word idiom,,
MCQA_0077_0,MCQA,PNT3,replace,3,cậu,hắn,1,1,True,dialect_phrase,Pronouns,nó,HaTinh_QB_QT; Hue
MCQA_0077_0,MCQA,PNT3,replace,4,mình,chắc,1,1,False,none,Noise/Non-linguistic,,
MCQA_0077_0,MCQA,PNT3,replace,5,không,nỏ,1,1,True,dialect_phrase,Negation/Function words,không,HaTinh_QB_QT
MCQA_0077_0,MCQA,PNT3,replace,6,cậu không thích,hắn nỏ ưng,3,3,False,none,Multi-word idiom,,
MCQA_0077_0,MCQA,PNT3,insert,7,,mấy,0,1,False,none,Unknown,,
MCQA_0077_0,MCQA,PNT3,delete,8,chơi,,1,0,False,none,Unknown,,
MCQA_0077_0,MCQA,PNT3,replace,9,cùng,với,1,1,False,none,Connectives/Aspect markers,,
MCQA_0077_0,MCQA,PNT3,replace,10,cậu,hắn,1,1,True,dialect_phrase,Pronouns,nó,HaTinh_QB_QT; Hue
MCQA_0077_0,MCQA,PNT3,replace,11,không chơi,nỏ dởi,2,2,False,none,Multi-word idiom,,
MCQA_0077_0,MCQA,PNT3,replace,12,các,mấy,1,1,False,none,Negation/Function words,,
MCQA_0077_0,MCQA,PNT4,replace,0,sao,răn,1,1,True,standard_word,Interrogatives,ren; sao; sô,PhuYen; QuangNam; QuangNgai
MCQA_0077_0,MCQA,PNT4,replace,1,cậu,thằng nớ,1,2,False,none,Pronouns,,
MCQA_0077_0,MCQA,PNT4,replace,2,cậu,thằng nớ,1,2,False,none,Pronouns,,
MCQA_0077_0,MCQA,PNT4,replace,3,cậu,thằng nớ,1,2,False,none,Pronouns,,
MCQA_0077_0,MCQA,PNT4,replace,4,cậu,thằng nớ,1,2,False,none,Pronouns,,
MCQA_0080_0,MCQA,PNT1,replace,0,chơi gì,chi,2,1,False,none,Interrogatives,,
MCQA_0080_0,MCQA,PNT1,replace,1,này,ni,1,1,True,dialect_phrase,Demonstratives/Deixis,này,ThanhHoa
MCQA_0080_0,MCQA,PNT2,replace,0,chơi gì,chi,2,1,True,dialect_phrase,Interrogatives,gì,HaTinh_QB_QT; NgheAn
MCQA_0080_0,MCQA,PNT2,replace,1,này,ni,1,1,True,dialect_phrase,Demonstratives/Deixis,này,HaTinh_QB_QT; NgheAn
MCQA_0080_0,MCQA,PNT3,replace,0,gì,chi,1,1,True,dialect_phrase,Interrogatives,gì; sao / thế nào,HaTinh_QB_QT; Hue
MCQA_0080_0,MCQA,PNT3,replace,1,này,ni,1,1,True,dialect_phrase,Demonstratives/Deixis,này,HaTinh_QB_QT; Hue
MCQA_0080_0,MCQA,PNT4,replace,0,gì,chi,1,1,True,dialect_phrase,Interrogatives,gì,QuangNam
MCQA_0081_3,MCQA,PNB,replace,0,bịn rịn,lưu luyến,2,2,False,none,Idiomatic expressions,,
MCQA_0081_3,MCQA,PNN,replace,0,mẹ,má,1,1,False,none,Kinship/Honorific terms,,
MCQA_0081_3,MCQA,PNN,replace,1,như thế nào,ra sao,3,2,False,none,Interrogatives,,
MCQA_0081_3,MCQA,PNT1,replace,0,như thế nào,ra răng,3,2,False,none,Interrogatives,,
MCQA_0081_3,MCQA,PNT2,replace,0,như thế nào,a răng,3,2,False,none,Interrogatives,,
MCQA_0081_3,MCQA,PNT3,replace,0,mẹ già,mạ tra,2,2,False,none,Kinship/Honorific terms,,
MCQA_0081_3,MCQA,PNT3,replace,1,thế nào,răng,2,1,True,dialect_phrase,Interrogatives,sao / thế nào,HaTinh_QB_QT; Hue
MCQA_0081_3,MCQA,PNT3,replace,2,bé nhỏ,dỏ,2,1,True,dialect_phrase,Predicate vocabulary,nhỏ,HaTinh_QB_QT
MCQA_0081_3,MCQA,PNT4,replace,0,mẹ,má,1,1,True,dialect_phrase,Kinship/Honorific terms,mẹ,QuangNam; QuangNgai
MCQA_0081_3,MCQA,PNT4,replace,1,thế nào,ren,2,1,True,dialect_phrase,Interrogatives,sao / thế nào,QuangNam
MCQA_0081_4,MCQA,PNB,replace,0,đàn,các,1,1,False,none,Negation/Function words,,
MCQA_0081_4,MCQA,PNB,replace,1,mặt,mặc,1,1,False,none,Noise/Non-linguistic,,
MCQA_0081_4,MCQA,PNN,replace,0,mặt,mặc,1,1,False,none,Noise/Non-linguistic,,
MCQA_0081_4,MCQA,PNT1,replace,0,sao,răng,1,1,False,none,Interrogatives,,
MCQA_0081_4,MCQA,PNT1,replace,1,này,ni,1,1,True,dialect_phrase,Demonstratives/Deixis,này,ThanhHoa
MCQA_0081_4,MCQA,PNT1,replace,2,mặt,mặc,1,1,False,none,Noise/Non-linguistic,,
MCQA_0081_4,MCQA,PNT2,replace,0,sao,răng,1,1,True,dialect_phrase,Interrogatives,sao / thế nào,HaTinh_QB_QT; NgheAn
MCQA_0081_4,MCQA,PNT2,replace,1,này,ni,1,1,True,dialect_phrase,Demonstratives/Deixis,này,HaTinh_QB_QT; NgheAn
MCQA_0081_4,MCQA,PNT3,replace,0,sao,răng,1,1,True,dialect_phrase,Interrogatives,sao / thế nào,HaTinh_QB_QT; Hue
MCQA_0081_4,MCQA,PNT3,replace,1,này,ni,1,1,True,dialect_phrase,Demonstratives/Deixis,này,HaTinh_QB_QT; Hue
MCQA_0081_4,MCQA,PNT4,replace,0,sao,răng,1,1,True,standard_word,Interrogatives,ren; sao; sô,PhuYen; QuangNam; QuangNgai
MCQA_0087_0,MCQA,PNT1,replace,0,nào,mô,1,1,True,dialect_phrase,Negation/Function words,đâu (phủ định),ThanhHoa
MCQA_0087_0,MCQA,PNT2,replace,0,nào,mô,1,1,True,dialect_phrase,Interrogatives; Negation/Function words,đâu (phủ định); đâu / nào,HaTinh_QB_QT; NgheAn
MCQA_0087_0,MCQA,PNT2,replace,1,trâu,tru,1,1,False,none,Orthographic variant,,
MCQA_0087_0,MCQA,PNT3,replace,0,đến,tới,1,1,False,none,Predicate vocabulary,,
MCQA_0087_0,MCQA,PNT3,replace,1,nào,mô,1,1,True,dialect_phrase,Interrogatives; Negation/Function words,đâu (phủ định); đâu / nào,HaTinh_QB_QT; Hue
MCQA_0087_0,MCQA,PNT4,replace,0,đến,tới,1,1,False,none,Predicate vocabulary,,
MCQA_0090_10,MCQA,PNB,replace,0,hối hả,vội vã,2,2,False,none,Idiomatic expressions,,
MCQA_0090_10,MCQA,PNT1,replace,0,như thế nào,ra răng,3,2,False,none,Interrogatives,,
MCQA_0090_10,MCQA,PNT4,replace,0,như thế nào,ra ren,3,2,False,none,Interrogatives,,
MCQA_0090_10,MCQA,PNT4,replace,1,mẹ và,má với,2,2,False,none,Kinship/Honorific terms,,
MCQA_0090_10,MCQA,PNT4,replace,2,hối hả,quíu,2,1,False,none,Predicate vocabulary,,
MCQA_0090_10,MCQA,PNT4,replace,3,xấu hổ,mắc cỡ,2,2,True,dialect_phrase,Predicate vocabulary,xấu hổ,QuangNgai
MCQA_0090_6,MCQA,PNB,insert,0,,giả,0,1,False,none,Unknown,,
MCQA_0090_6,MCQA,PNB,delete,1,thiu,,1,0,False,none,Unknown,,
MCQA_0090_6,MCQA,PNB,insert,2,,giả,0,1,False,none,Unknown,,
MCQA_0090_6,MCQA,PNN,delete,0,thế,,1,0,True,standard_word,Demonstratives/Deixis,vậy,NamBo
MCQA_0090_6,MCQA,PNN,replace,1,không,hông,1,1,True,dialect_phrase,Negation/Function words,không,NamBo
MCQA_0090_6,MCQA,PNN,replace,2,chiếc,cái,1,1,True,dialect_phrase,Negation/Function words,cái,NamBo
MCQA_0090_6,MCQA,PNN,replace,3,chiếc,cái,1,1,True,dialect_phrase,Negation/Function words,cái,NamBo
MCQA_0090_6,MCQA,PNN,replace,4,thế,vậy,1,1,True,dialect_phrase,Demonstratives/Deixis,thế này / vậy; vậy / thế,NamBo
MCQA_0090_6,MCQA,PNN,replace,5,dỗi,giận,1,1,False,none,Predicate vocabulary,,
MCQA_0090_6,MCQA,PNN,replace,6,vờ,giả đò,1,2,False,none,Predicate vocabulary,,
MCQA_0090_6,MCQA,PNN,replace,7,dỗi,giận,1,1,False,none,Predicate vocabulary,,
MCQA_0090_6,MCQA,PNN,replace,8,vờ,giả đò,1,2,False,none,Predicate vocabulary,,
MCQA_0090_6,MCQA,PNN,replace,9,chiếc,cái,1,1,True,dialect_phrase,Negation/Function words,cái,NamBo
MCQA_0090_6,MCQA,PNN,replace,10,thế,vậy,1,1,True,dialect_phrase,Demonstratives/Deixis,thế này / vậy; vậy / thế,NamBo
MCQA_0090_6,MCQA,PNT1,replace,0,như thế nào,ra răng,3,2,False,none,Interrogatives,,
MCQA_0090_6,MCQA,PNT1,replace,1,thế,rứa,1,1,False,none,Demonstratives/Deixis,,
MCQA_0090_6,MCQA,PNT1,replace,2,thế,rứa,1,1,False,none,Demonstratives/Deixis,,
MCQA_0090_6,MCQA,PNT2,replace,0,như thế nào,a răng,3,2,False,none,Interrogatives,,
MCQA_0090_6,MCQA,PNT2,replace,1,bạn,con,1,1,False,none,Kinship/Honorific terms,,
MCQA_0090_6,MCQA,PNT2,replace,2,như thế,a rứa,2,2,True,dialect_phrase,Demonstratives/Deixis,vậy / thế,HaTinh_QB_QT
MCQA_0090_6,MCQA,PNT2,replace,3,như thế,a rứa,2,2,True,dialect_phrase,Demonstratives/Deixis,vậy / thế,HaTinh_QB_QT
MCQA_0090_6,MCQA,PNT3,replace,0,thế nào,răng,2,1,True,dialect_phrase,Interrogatives,sao / thế nào,HaTinh_QB_QT; Hue
MCQA_0090_6,MCQA,PNT3,replace,1,chiếc,cái,1,1,True,dialect_phrase,Negation/Function words,cái,Hue
MCQA_0090_6,MCQA,PNT3,replace,2,thế,rứa,1,1,True,standard_word,Demonstratives/Deixis,a rứa; như rứa,HaTinh_QB_QT; Hue
MCQA_0090_6,MCQA,PNT3,replace,3,dỗi,lẫy,1,1,False,none,Predicate vocabulary,,
MCQA_0090_6,MCQA,PNT3,replace,4,vờ,giả đò,1,2,True,dialect_phrase,Predicate vocabulary,giả vờ,HaTinh_QB_QT; Hue
MCQA_0090_6,MCQA,PNT3,replace,5,dỗi,lẫy,1,1,False,none,Predicate vocabulary,,
MCQA_0090_6,MCQA,PNT3,replace,6,vờ,giả đò,1,2,True,dialect_phrase,Predicate vocabulary,giả vờ,HaTinh_QB_QT; Hue
MCQA_0090_6,MCQA,PNT3,replace,7,thế,rứa,1,1,True,standard_word,Demonstratives/Deixis,a rứa; như rứa,HaTinh_QB_QT; Hue
MCQA_0090_6,MCQA,PNT4,replace,0,thế nào,răn,2,1,True,standard_word,Interrogatives,ren; sao; sô,PhuYen; QuangNam; QuangNgai
MCQA_0090_6,MCQA,PNT4,insert,1,,giả,0,1,False,none,Unknown,,
MCQA_0091_0,MCQA,PNN,replace,0,cho,bỏ,1,1,False,none,Predicate vocabulary,,
MCQA_0091_0,MCQA,PNN,replace,1,vào túi,vô bịch,2,2,False,none,Multi-word idiom,,
MCQA_0091_0,MCQA,PNN,replace,2,và,rồi,1,1,False,none,Connectives/Aspect markers,,
MCQA_0091_0,MCQA,PNT1,replace,0,làm gì,mằn răng,2,2,True,standard_word,Interrogatives,mần chi,ThanhHoa
MCQA_0091_0,MCQA,PNT1,replace,1,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0091_0,MCQA,PNT1,replace,2,và,rồi,1,1,False,none,Connectives/Aspect markers,,
MCQA_0091_0,MCQA,PNT2,replace,0,đã,nớ đạ,1,2,True,standard_word,Connectives/Aspect markers,đạ,HaTinh_QB_QT
MCQA_0091_0,MCQA,PNT2,replace,1,gì,chi,1,1,True,dialect_phrase,Interrogatives,gì,HaTinh_QB_QT; NgheAn
MCQA_0091_0,MCQA,PNT2,replace,2,túi,bao,1,1,False,none,Predicate vocabulary,,
MCQA_0091_0,MCQA,PNT2,delete,3,dưới,,1,0,False,none,Unknown,,
MCQA_0091_0,MCQA,PNT3,replace,0,làm gì,mần chi,2,2,True,dialect_phrase,Interrogatives,làm gì,HaTinh_QB_QT; Hue
MCQA_0091_0,MCQA,PNT3,replace,1,vào túi ni lông và,vô bao xì dầu rồi,5,5,False,none,Multi-word idiom,,
MCQA_0091_0,MCQA,PNT4,replace,0,gì,chi,1,1,True,dialect_phrase,Interrogatives,gì,QuangNam
MCQA_0091_0,MCQA,PNT4,replace,1,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0091_0,MCQA,PNT4,replace,2,và,rồi,1,1,False,none,Connectives/Aspect markers,,
MCQA_0091_1,MCQA,PNT1,replace,0,làm gì,mằn chi,2,2,True,standard_word,Interrogatives,mần chi,ThanhHoa
MCQA_0091_1,MCQA,PNT1,replace,1,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0091_1,MCQA,PNT1,replace,2,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0091_1,MCQA,PNT2,replace,0,thấy,chộ,1,1,True,dialect_phrase,Predicate vocabulary,thấy,HaTinh_QB_QT
MCQA_0091_1,MCQA,PNT2,replace,1,đã làm gì,đạ mần chi,3,3,False,none,Multi-word idiom,,
MCQA_0091_1,MCQA,PNT2,replace,2,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0091_1,MCQA,PNT2,replace,3,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0091_1,MCQA,PNT2,insert,4,,cí,0,1,False,none,Unknown,,
MCQA_0091_1,MCQA,PNT2,replace,5,cái,cấy,1,1,True,dialect_phrase,Negation/Function words,cái,HaTinh_QB_QT; NgheAn
MCQA_0091_1,MCQA,PNT3,replace,0,gì,chi,1,1,True,dialect_phrase,Interrogatives,gì; sao / thế nào,HaTinh_QB_QT; Hue
MCQA_0091_1,MCQA,PNT3,replace,1,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0091_1,MCQA,PNT3,replace,2,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0091_1,MCQA,PNT4,replace,0,lão,già,1,1,False,none,Predicate vocabulary,,
MCQA_0091_1,MCQA,PNT4,replace,1,gì,chi,1,1,True,dialect_phrase,Interrogatives,gì,QuangNam
MCQA_0091_1,MCQA,PNT4,replace,2,lão vào,già vô,2,2,False,none,Predicate vocabulary,,
MCQA_0091_1,MCQA,PNT4,replace,3,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0091_1,MCQA,PNT4,replace,4,lão,già,1,1,False,none,Predicate vocabulary,,
MCQA_0091_1,MCQA,PNT4,replace,5,lão,già,1,1,False,none,Predicate vocabulary,,
MCQA_0091_1,MCQA,PNT4,replace,6,lão,già,1,1,False,none,Predicate vocabulary,,
MCQA_0092_1,MCQA,PNN,replace,0,khi các,lúc mấy,2,2,False,none,Multi-word idiom,,
MCQA_0092_1,MCQA,PNN,replace,1,đến,tới,1,1,False,none,Predicate vocabulary,,
MCQA_0092_1,MCQA,PNN,delete,2,thì,,1,0,False,none,Unknown,,
MCQA_0092_1,MCQA,PNN,delete,3,bạn,,1,0,False,none,Unknown,,
MCQA_0092_1,MCQA,PNN,replace,4,giúp mẹ,phụ má,2,2,False,none,Multi-word idiom,,
MCQA_0092_1,MCQA,PNT1,replace,0,làm gì,mằn chi,2,2,True,standard_word,Interrogatives,mần chi,ThanhHoa
MCQA_0092_1,MCQA,PNT2,replace,0,làm gì,mần chi,2,2,True,dialect_phrase,Interrogatives,làm gì,HaTinh_QB_QT; NgheAn
MCQA_0092_1,MCQA,PNT2,replace,1,mẹ,mệ,1,1,True,dialect_phrase,Kinship/Honorific terms,bà,HaTinh_QB_QT; NgheAn
MCQA_0092_1,MCQA,PNT3,replace,0,các,mấy,1,1,False,none,Negation/Function words,,
MCQA_0092_1,MCQA,PNT3,replace,1,gì,chi,1,1,True,dialect_phrase,Interrogatives,gì; sao / thế nào,HaTinh_QB_QT; Hue
MCQA_0092_1,MCQA,PNT4,replace,0,gì,cái chi,1,2,True,standard_word,Interrogatives,chi; gì,PhuYen; QuangNam; QuangNgai
MCQA_0092_2,MCQA,PNB,replace,0,tấm,chiếc,1,1,False,none,Predicate vocabulary,,
MCQA_0092_2,MCQA,PNB,replace,1,góp,tặng,1,1,False,none,Predicate vocabulary,,
MCQA_0092_2,MCQA,PNN,replace,0,các,mấy,1,1,False,none,Negation/Function words,,
MCQA_0092_2,MCQA,PNN,replace,1,đến,tới,1,1,False,none,Predicate vocabulary,,
MCQA_0092_2,MCQA,PNN,replace,2,tấm,cái,1,1,True,dialect_phrase,Negation/Function words,cái,NamBo
MCQA_0092_2,MCQA,PNN,replace,3,đến,tới,1,1,False,none,Predicate vocabulary,,
MCQA_0092_2,MCQA,PNT1,replace,0,làm gì,mằn chi,2,2,True,standard_word,Interrogatives,mần chi,ThanhHoa
MCQA_0092_2,MCQA,PNT2,replace,0,đã,đạ,1,1,True,dialect_phrase,Connectives/Aspect markers,đã,HaTinh_QB_QT
MCQA_0092_2,MCQA,PNT2,replace,1,đã làm gì,đạ mần chi,3,3,False,none,Multi-word idiom,,
MCQA_0092_2,MCQA,PNT3,replace,0,và,với,1,1,False,none,Connectives/Aspect markers,,
MCQA_0092_2,MCQA,PNT3,replace,1,làm gì,mần chi,2,2,True,dialect_phrase,Interrogatives,làm gì,HaTinh_QB_QT; Hue
MCQA_0092_2,MCQA,PNT3,replace,2,tấm,cấy,1,1,True,dialect_phrase,Negation/Function words,cái,HaTinh_QB_QT
MCQA_0092_2,MCQA,PNT4,replace,0,các,mấy,1,1,False,none,Negation/Function words,,
MCQA_0092_2,MCQA,PNT4,replace,1,gì,chi,1,1,True,dialect_phrase,Interrogatives,gì,QuangNam
MCQA_0092_2,MCQA,PNT4,replace,2,giúp,giùm,1,1,False,none,Predicate vocabulary,,
MCQA_0092_2,MCQA,PNT4,replace,3,hàng,hằng,1,1,False,none,Orthographic variant,,
MCQA_0092_2,MCQA,PNT4,replace,4,đến,tới,1,1,False,none,Predicate vocabulary,,
MCQA_0092_2,MCQA,PNT4,replace,5,giúp,phụ,1,1,False,none,Predicate vocabulary,,
MCQA_0092_2,MCQA,PNT4,replace,6,đến,tới,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNB,replace,0,bứt,đứt,1,1,False,none,Orthographic variant,,
MCQA_0095_1,MCQA,PNB,replace,1,dạt,trôi,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNB,replace,2,hư,rách,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNN,replace,0,khi,lúc,1,1,False,none,Connectives/Aspect markers,,
MCQA_0095_1,MCQA,PNN,replace,1,rơi,rớt,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNN,replace,2,như thế nào,ra sao,3,2,False,none,Interrogatives,,
MCQA_0095_1,MCQA,PNN,replace,3,mãi,hoài,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNN,replace,4,mãi đến,hoài tới,2,2,False,none,Multi-word idiom,,
MCQA_0095_1,MCQA,PNN,replace,5,và,rồi,1,1,False,none,Connectives/Aspect markers,,
MCQA_0095_1,MCQA,PNN,replace,6,dạt,tấp,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNN,replace,7,bùn,sình,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNN,replace,8,và,với,1,1,False,none,Connectives/Aspect markers,,
MCQA_0095_1,MCQA,PNN,replace,9,bùn,sình,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNT1,replace,0,thế nào,răng,2,1,False,none,Interrogatives,,
MCQA_0095_1,MCQA,PNT1,replace,1,đến,tới,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNT1,replace,2,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0095_1,MCQA,PNT2,delete,0,như thế nào,,3,0,False,none,Unknown,,
MCQA_0095_1,MCQA,PNT2,replace,1,nó,răng a hấn,1,3,True,standard_word,Pronouns,hắn; nghị,HaTinh_QB_QT
MCQA_0095_1,MCQA,PNT2,replace,2,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0095_1,MCQA,PNT3,replace,0,rơi,rớt,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNT3,replace,1,thế nào,răng,2,1,True,dialect_phrase,Interrogatives,sao / thế nào,HaTinh_QB_QT; Hue
MCQA_0095_1,MCQA,PNT3,replace,2,nó,hắn,1,1,True,dialect_phrase,Pronouns,nó,HaTinh_QB_QT; Hue
MCQA_0095_1,MCQA,PNT3,replace,3,và,rồi,1,1,False,none,Connectives/Aspect markers,,
MCQA_0095_1,MCQA,PNT3,replace,4,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0095_1,MCQA,PNT3,replace,5,đầy,toàn,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNT3,replace,6,và,với,1,1,False,none,Connectives/Aspect markers,,
MCQA_0095_1,MCQA,PNT4,replace,0,rơi,rớt,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNT4,replace,1,như thế nào,ra ren,3,2,False,none,Interrogatives,,
MCQA_0095_1,MCQA,PNT4,replace,2,nó,hén,1,1,True,dialect_phrase,Pronouns,nó,QuangNam
MCQA_0095_1,MCQA,PNT4,replace,3,mãi,hoài,1,1,False,none,Predicate vocabulary,,
MCQA_0095_1,MCQA,PNT4,replace,4,mãi đến,hoài tới,2,2,False,none,Multi-word idiom,,
MCQA_0095_1,MCQA,PNT4,replace,5,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0096_0,MCQA,PNN,replace,0,nông,ruộng,1,1,False,none,Predicate vocabulary,,
MCQA_0096_0,MCQA,PNN,replace,1,tận,tuốt,1,1,False,none,Predicate vocabulary,,
MCQA_0096_0,MCQA,PNN,delete,2,lòng,,1,0,False,none,Unknown,,
MCQA_0096_0,MCQA,PNT1,replace,0,như thế nào,ra răng,3,2,False,none,Interrogatives,,
MCQA_0096_0,MCQA,PNT1,replace,1,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0096_0,MCQA,PNT1,delete,2,các,,1,0,False,none,Unknown,,
MCQA_0096_0,MCQA,PNT1,delete,3,các,,1,0,False,none,Unknown,,
MCQA_0096_0,MCQA,PNT2,replace,0,làm,mần,1,1,True,dialect_phrase,Predicate vocabulary,làm,HaTinh_QB_QT
MCQA_0096_0,MCQA,PNT2,replace,1,nước,nác,1,1,False,none,Orthographic variant,,
MCQA_0096_0,MCQA,PNT2,replace,2,ruộng,rọng,1,1,False,none,Orthographic variant,,
MCQA_0096_0,MCQA,PNT2,replace,3,thế nào,răng,2,1,True,dialect_phrase,Interrogatives,sao / thế nào,HaTinh_QB_QT; NgheAn
MCQA_0096_0,MCQA,PNT2,replace,4,nước,nác,1,1,False,none,Orthographic variant,,
MCQA_0096_0,MCQA,PNT2,replace,5,vào,vô,1,1,False,none,Connectives/Aspect markers,,
MCQA_0096_0,MCQA,PNT2,replace,6,ruộng,rộng,1,1,False,none,Orthographic variant,,
MCQA_0096_0,MCQA,PNT2,replace,7,sâu,su,1,1,False,none,Orthographic variant,,
MCQA_0096_0,MCQA,PNT2,replace,8,nước,nác,1,1,False,none,Orthographic variant,,
MCQA_0096_0,MCQA,PNT2,replace,9,ruộng,rọng,1,1,False,none,Orthographic variant,,
MCQA_0096_0,MCQA,PNT2,replace,10,nước,nác,1,1,False,none,Orthographic variant,,
MCQA_0096_0,MCQA,PNT2,replace,11,nước,nác,1,1,False,none,Orthographic variant,,
MCQA_0096_0,MCQA,PNT2,replace,12,dậy,dị,1,1,False,none,Orthographic variant,,
