model_slug,model,task,id,failed_dialects,dialect_rows,failure_rate,failed_variant_list,standard_text,PNB_text,PNN_text,PNT1_text,PNT2_text,PNT3_text,PNT4_text
mistral_7b_instruct_v0_3,Mistral 7B,QA,QA_18828,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4","context: Đầu thời Minh, do chiến tranh kéo dài trong nhiều năm cộng thêm lạm phát, hơn nữa Nguyên Huệ Tông trước đây cho tăng cường lao dịch để trị thủy, khiến kinh tế quốc gia tiến đến bờ sụp đổ. Minh Thái Tổ thực thi hành chính sách nghỉ ngơi lại sức và di dân khai hoang, còn thi hành chính sách đồn điền, diện tích quân điền chiếm gần một phần mười đất canh tác toàn quốc. Ngoài ra, thương đồn cũng tương đối phổ biến, chính phủ dùng giấy độc quyền buôn bán muối (gọi là diêm dẫn) để trao đổi, thu hút thương nhân đem lương thực đến biên cương nhằm đảm bảo nhu cầu lương thực biên phòng. Đây không phải là phương thức lấy hàng đổi hàng, mà là yêu cầu diêm thương giao tiền trước rồi đợi đến khi muối khô mới được cấp muối. Tuy nhiên, do thuế thu không đủ nên họ đưa muối mới sản xuất ra ngoài bán riêng, kéo dài thời gian giao muối cho diêm thương chính quy, khiến cho diêm thương giao xong tiền phải mất 3-5 năm, thậm chí là mười năm sau mới lấy được muối, song lại không thể bỏ thân phận diêm thương làm việc khác mưu sinh nên nhà tan người mất, buôn lậu muối cũng diễn ra trên quy mô lớn. Minh Thái Tổ từng phái Quốc tử giám xuống thôn quê chỉ đạo xây dựng thủy lợi, đồng thời dùng miễn giảm thu thuế để khuyến khích canh tác. Các biện pháp này khiến các khu vực từng chịu tổn thất nặng nề trong chiến loạn khôi phục sinh khí, khiến kinh tế triều Minh được khôi phục nhanh chóng. || question: Những khu vực mà chịu thiệt hại từ chiến tranh nhờ vào các chính sách nhà Minh mà đã có kết quả như thế nào?",question: Những khu vực chịu thiệt hại từ chiến tranh nhờ vào các chính sách của nhà Minh đã có kết quả như thế nào?,question: Mấy vùng mà bị thiệt hại do chiến tranh nhờ vô các chính sách nhà Minh mà đã có kết quả ra sao?,question: Những khu vực mà chịu thiệt hại từ chiến tranh nhờ vào các chính sách nhà Minh mà đả có kết quả như răng?,question: Những khu vực mà chịu thiệt hại từ chiến tranh nhờ vô các chính sách nhà Minh mà đã có kết quả như răng?,question: Những khu vực mà chịu thiệt hại từ chiến tranh do các chính sách nhà Minh mà đã có kết quả như răng?,question: Những khu vực mà chịu thiệt hại từ chiến tranh nhờ vô mấy chính sách nhà Minh mà đã có kết quả ra ren?
seallm_7b_chat,SeaLLM 7B,QA,QA_19250,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4","context: Hiến pháp Trung Hoa Dân Quốc"" là bộ luật căn bản của quốc gia, dựa trên cơ sở lý luận Chủ nghĩa Tam Dân và Ngũ quyền phân lập của Tôn Trung Sơn. Chủ nghĩa Tam Dân chủ trương chủ nghĩa dân tộc bình đẳng cùng tồn tại giữa các dân tộc và quốc gia, chủ nghĩa dân quyền mà theo đó công dân được thi hành quyền lợi chính trị quản lý chính phủ, và chủ nghĩa dân sinh mà theo đó chính phủ vì nhân dân phục vụ và xây dựng kinh tế-xã hội phồn vinh, do đó ""Hiến pháp Trung Hoa Dân Quốc chỉ rõ chế độ là ""nước cộng hòa dân chủ của dân, do dân, vì dân"". Ngũ quyền hiến pháp xác lập chế độ tư pháp độc lập với các quyền hành chính, quyền lập pháp, quyền khảo thí và quyền giám sát. Ngoài quy định ngũ quyền hiến pháp của thể chế chính phủ trung ương và chế độ chính phủ tự trị địa phương, hiến pháp còn làm rõ quyền hạn giữa chính phủ trung ương và chính phủ địa phương, chọn chế độ bình quyền, các quốc sách cơ bản khác. || question: Nhờ vào Chủ nghĩa Tam Dân mà hiến pháp đã quy định Trung Hoa Dân Quốc là nhà nước như thế nào?",question: Nhờ vào Chủ nghĩa Tam Dân mà hiến pháp đã quy định Trung Hoa Dân Quốc là nhà nước như thế nào?,question: Nhờ vào Chủ nghĩa Tam Dân mà hiến pháp đã quy định Trung Hoa Dân Quốc là nhà nước như nào?,question: Nhờ vào Chủ nghĩa Tam Dân mà hiến pháp đả quy định Trung Hoa Dân Quốc là nhà nước như cái chi?,question: Nhờ vô Chủ nghĩa Tam Dân mà hiến pháp đã quy định Trung Hoa Dân Quốc là nhà nước a răng?,question: Nhờ vào Chủ nghĩa Tam Dân mà hiến pháp đã quy định Trung Hoa Dân Quốc là nhà nước như răng?,question: Nhờ vô Chủ nghĩa Tam Dân mà hiến pháp đã quy định Trung Hoa Dân Quốc là nhà nước kiểu ren?
gpt_4o,GPT-4o,NLI,NLI_3269,5,6,0.8333333333333334,"PNN, PNT1, PNT2, PNT3, PNT4","premise: Con mèo dường như quan sát rất kỹ phía dưới và nhanh chóng nhảy thẳng ra cửa sổ, khiến mọi người xung quanh không khỏi kinh ngạc. || hypothesis: Do bình thường ít có chú mèo nào làm được như vậy nên mọi người mới bất ngờ.",hypothesis: Vì bình thường ít có chú mèo nào làm được như vậy nên mọi người mới bất ngờ.,hypothesis: Tại bình thường ít có con mèo nào làm được vậy nên mọi người mới bất ngờ.,hypothesis: Do bình thường ít có chú mèo nào làm được như di niên mọi người mới bất ngờ.,hypothesis: Do bình thường ít có chú mèo mô mần được như rứa nên mọi người mới bất ngờ.,hypothesis: Do bình thường ít có kì con mèo mô mần được in ri nên mọi người mì bất ngờ.,hypothesis: Do bình thường ít có con mèo mô làm được như ri nên mọi người mới bất ngờ.
gemma_3_4b_it,Gemma 3 4B,NLI,NLI_0337,4,6,0.6666666666666666,"PNT1, PNT2, PNT3, PNT4","premise: Ngoài yêu cầu học sinh lớp 9 và 12 không ra ngoài tỉnh, ông Thức yêu cầu toàn bộ cán bộ, giáo viên trường THPT và trường THCS (được điều động dự phòng làm nhiệm vụ thi) không đi đến vùng có dịch đã được ngành y tế công bố từ ngày 21/5 đến khi hoàn thành nhiệm vụ; chủ động giữ gìn an toàn tuyệt đối cho bản thân và gia đình, khai báo y tế trước kỳ thi... || hypothesis: Người dân sinh sống tại thời điểm này tuyết đối không được rời đi khỏi Thanh Hóa dù lý do là gì.",hypothesis: Người dân sinh sống tại thời điểm này tuyệt đối không được rời khỏi Thanh Hóa dù lý do gì.,hypothesis: Người dân sinh sống lúc này tuyệt đối hông được rời khỏi Thanh Hóa dù lý do là gì.,hypothesis: Người dân sinh sống tại thời đỉm này tuỵt đối không được rời đi khuổi Thanh Húa dù lý do là chi.,hypothesis: Người dân sinh sống tại thời điểm ni tuyệt đối nỏ được rời đi khỏi Thanh Hóa dù lý do là chi.,hypothesis: Người dân sinh sống tại thời điểm ni tuyệt đối khung được đi ra khỏi Thanh Hoá dù lý do là chi.,hypothesis: Người dân sinh sống tại thời điểm ni tuyết đối không được rời đi khỏi Thanh Hoá dù lý do là chi.
qwen_2_5_7b_instruct,Qwen2.5 7B,MCQA,MCQA_0036_5,4,6,0.6666666666666666,"PNT1, PNT2, PNT3, PNT4","context: Có một cậu bé được bà sai đi chợ. Bà đưa cho cậu hai đồng và hai cái bát, dặn:
- Cháu mua một đồng tương, một đồng mắm nhé!
Cậu bé vâng dạ, đi ngay. Gần tới chợ, cậu bỗng hớt hải chạy về hỏi bà:
- Bà ơi, bát nào đựng tương, bát nào đựng mắm?
Bà phì cười:
- Bát nào đựng tương, bát nào đựng mắm mà chẳng được.
Cậu bé lại ra đi. Đến chợ, cậu lại ba chân bốn cẳng chạy về, hỏi:
- Nhưng đồng nào mua mắm, đồng nào mua tương ạ? || question: Lần thứ hai, cậu bé lại quay về hỏi bà điều gì? || options: Bát nào là bát tương, bát nào là bát mắm. | Bát nào đựng mắm, bát nào đựng tương. | Đồng nào mua mắm, đồng nào mua tương. | Chọn mắm và tương như thế nào là ngon.","question: Lần thứ hai, cậu bé lại quay về hỏi bà điều gì? || options: Bát nào là bát tương, bát nào là bát mắm. | Bát nào đựng mắm, bát nào đựng tương. | Đồng nào mua mắm, đồng nào mua tương. | Chọn mắm và tương như thế nào là ngon.","question: Lần thứ hai, cậu bé lại quay về hỏi bà điều gì? || options: Chén nào là chén tương, chén nào là chén mắm. | Chén nào đựng mắm, chén nào đựng tương. | Đồng nào mua mắm, đồng nào mua tương. | Chọn mắm và tương như thế nào là ngon.","question: Lần thứ hai, cậu bé lại quay về huổi bà điều chi? || options: Bát mô là bát tương, bát mô là bát mắm. | Bát mô đựng mắm, bát mô đựng tương. | Đồng mô mua mắm, đồng mô mua tương. | Chọn mắm và tương răng là ngon.","question: Lần thứ hai, cậu bé lại quay về hỏi bà điều chi? || options: Bát mô là bát tương, bát mô là bát mắm. | Bát mô đựng mắm, bát mô đựng tương. | Đồng mô mua mắm, đồng mô mua tương. | Chọn mắm và tương a răng là ngon.","question: Lần thứ hai, thằng bé lại quay về hỏi bà cấy chi? || options: Chén mô là chén tương, chén mô là chén mắm. | Chén mô đựng mắm, Chén mô đựng tương. | Đồng mô mua mắm, đồng mô mua tương. | Chọn mắm với tương như răng là ngon.","question: Lần thứ hai, cậu bé lại quay về hỏi bà điều chi? || options: Bát mô là bát tương, bát mô là bát mắm. | Bát mô đựng mắm, bát mô đựng tương. | Đồng mô mua mắm, đồng mô mua tương. | Chọn mắm và tương như răng là ngon."
mistral_7b_instruct_v0_3,Mistral 7B,MCQA,MCQA_0123_6,4,6,0.6666666666666666,"PNN, PNT1, PNT2, PNT4","context: 1. Thuyên và Đồng rời quê đi làm đã mấy năm. Một hôm, hai anh rủ nhau đi chơi thật xa, nhưng đến giữa trưa thì lạc mất đường về. Hai người phải ghé vào cái quán gần đấy để hỏi đường, luôn tiện để ăn cho đỡ đói. Cùng ăn trong quán ấy có ba thanh niên. Họ chuyện trò luôn miệng. Bầu không khí trong quán vui vẻ lạ thường.

2. Lúc đứng lên trả tiền, Thuyên mới biết mình quên chiếc ví ở nhà. Hỏi Đồng, Đồng cũng không mang tiền theo. Hai người đang lúng túng, chợt một trong ba thanh niên bước lại gần, nói:

- Xin hai anh vui lòng cho tôi được trả tiền.

Thuyên ngạc nhiên nhìn anh thanh niên. Trên gương mặt đôn hậu, cặp mắt anh ánh lên vẻ thành thực, dễ mến. Thuyên bối rối:

- Xin lỗi. Tôi quả thật chưa nhớ ra anh là...

Người thanh niên không để Thuyên kịp dứt lời:

- Dạ, không! Bây giờ tôi mới được biết hai anh. Tôi muốn làm quen...

3. Ngừng một lát như để nén nỗi xúc động, anh thanh niên nói tiếp:

- Hai anh đã cho tôi nghe lại giọng nói của mẹ tôi xưa...

Bất ngờ trước tình cảm của người bạn mới, Thuyên mới chỉ biết nói:

- Cảm ơn anh...

Anh thanh niên xua tay:

- Tôi cảm ơn hai anh mới phải.

Rồi người ấy nghẹn ngào:

- Mẹ tôi là người miền Trung... Ba qua đời đã hơn tám năm rồi.

Nói đến đây, người trẻ tuổi lẳng lặng cúi đầu, đôi môi mím chặt lộ vẻ đau thương. Còn Thuyên, Đồng thì bùi ngùi nhớ đến quê hương, yên lặng nhìn nhau, mắt rớm lệ. || question: Chi tiết nào không nói lên tình cảm của các nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ đến quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên và Đồng rời quê đi làm đã mấy năm không về. | Thuyên, Đồng lặng nhìn nhau, đôi mắt rớm lệ.","question: Chi tiết nào không nói lên tình cảm của các nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ đến quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên và Đồng rời quê đi làm đã mấy năm không về. | Thuyên, Đồng lặng nhìn nhau, đôi mắt rớm lệ.","question: Chi tiết nào hông nói lên tình cảm của mấy nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ tới quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên và Đồng rời quê đi làm đã mấy năm hông dìa. | Thuyên, Đồng lặng nhìn nhau, đôi mắt rớm lệ.","question: Chi tiết nào nỏ nói lên tình cảm của các nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ đến quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên ví Đồng rời quê đi làm đã mấy năm không về. | Thuyên, Đồng lặng nhìn nhau, đôi mắt rớm lệ.","question: Chi tiết mô nỏ nói lên tình cảm của các nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ đến quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên và Đồng rời quê đi làm đã mấy năm nỏ về. | Thuyên, Đồng lặng nhìn nhau, đôi mắt rớm lệ.","question: Chi tiết nào không nói lên tình cảm của mấy nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ đến quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên và Đồng rời quê đi làm đã mấy năm không về. | Thuyên, Đồng lặng nhìn nhau, đôi mắt rớm lệ.","question: Chi tiết mô không nói lên tình cảm của các nhân vật đối với quê hương? || options: Thuyên, Đồng bùi ngùi nhớ tới quê hương. | Anh thanh niên cúi đầu, môi mím chặt lộ vẻ đau thương. | Thuyên và Đồng bỏ quê đi làm đã mấy năm không về. | Thuyên, Đồng lặng nhìn nhau, đôi mắt chớm lệ."
mistral_7b_instruct_v0_3,Mistral 7B,SENT,SENT_5531,4,6,0.6666666666666666,"PNT1, PNT2, PNT3, PNT4",text: cái này thì hôm nào nói chuyện tao nói cho nghe ??,text: cái này thì hôm nào nói chuyện tao nói cho nghe ??,text: cái này thì bữa nào nói chuyện tao nói cho nghe ??,text: cái ni thì hôm mô nói chuyện tau nói cho nghe ??,text: cấy ni thì bựa mô nói chuyện tau nói cho nghe ??,text: cấy ni thì hôm mô nói chuyện tau nói cho nghe ??,text: cái ni thì hôm mô nói chuyện tao nói cho nghe ??
qwen_2_5_3b_instruct,Qwen2.5 3B,MCQA,MCQA_0080_0,4,6,0.6666666666666666,"PNT1, PNT2, PNT3, PNT4","context: Quay vòng, quay vòng
Ngồi vào buồng lái
Bé thành phi công.

Quay vòng, quay vòng
Không chen, không vượt
Đội bay hàng một
Không ai cuối cùng.

Hồ nước lùi dần
Cái cây chạy ngược
Ngôi nhà hiện ra
Con đường biến mất
Không run, không run
Mẹ vẫn dưới đất
Đang cười đấy thôi...

Cuồn cuộn máy bay
Ào ào gió lốc
Quay vòng quay vòng
Bay lên cao tít.

Lại gặp mặt đất
Lại gặp hàng cây
Ô tô đang chạy
Con vịt đang bơi.

Bay đến đỉnh trời
Phi công buồn ngủ
- Mẹ ơi, mẹ bế!
Thế là xuống ngay
Sà vào lòng mẹ
Mẹ là sân bay. || question: Bé chơi trò chơi gì trong bài thơ này? || options: Bé chơi trò đố vui. | Bé chơi trò cưỡi ngựa. | Bé chơi trò nhảy dây. | Bé chơi trò đu quay.",question: Bé chơi trò chơi gì trong bài thơ này? || options: Bé chơi trò đố vui. | Bé chơi trò cưỡi ngựa. | Bé chơi trò nhảy dây. | Bé chơi trò đu quay.,question: Bé chơi trò chơi gì trong bài thơ này? || options: Bé chơi trò đố vui. | Bé chơi trò cưỡi ngựa. | Bé chơi trò nhảy dây. | Bé chơi trò đu quay.,question: Bé chơi trò chi trong bài thơ ni? || options: Bé chơi trò đố vui. | Bé chơi trò cưỡi ngựa. | Bé chơi trò nhảy dây. | Bé chơi trò đu quay.,question: Bé chơi trò chi trong bài thơ ni? || options: Bé chơi trò đố vui. | Bé chơi trò cưỡi ngựa. | Bé chơi trò nhảy dây. | Bé chơi trò đu quay.,question: Bé chơi trò chơi chi trong bài thơ ni? || options: Bé chơi trò đố vui. | Bé chơi trò cưỡi ngựa. | Bé chơi trò nhảy dây. | Bé chơi trò đu quay.,question: Bé chơi trò chơi chi trong bài thơ này? || options: Bé chơi trò đố vui. | Bé chơi trò cưỡi ngựa. | Bé chơi trò nhảy dây. | Bé chơi trò đu quay.
qwen_2_5_0_5b_instruct,Qwen2.5 0.5B,MCQA,MCQA_0041_5,4,6,0.6666666666666666,"PNB, PNT1, PNT2, PNT3","context: Xưa có một anh chàng mồ côi cha mẹ nhưng chẳng chịu học hành, làm lụng gì cả. Hằng ngày, anh ta cứ nằm ngửa dưới gốc cây sung, há miệng ra thật to, chờ cho sung rụng vào thì ăn. Nhưng đợi mãi mà chẳng có quả sung nào rụng trúng miệng. Bao nhiêu quả rụng đều rơi chệch ra ngoài.

Chợt có người đi qua đường, chàng lười gọi lại, nhờ nhặt sung bỏ hộ vào miệng. Không may, gặp phải một tay cũng lười. Hắn ta lấy hai ngón chân cặp quả sung, bỏ vào miệng cho chàng lười. Anh chàng bực lắm, gắt:

- Ôi chao! Người đâu mà lười thế! || question: Người qua đường đã giúp chàng trai lười biếng này như thế nào? || options: Dùng chân cặp quả sung bỏ vào miệng cho chàng lười. | Dùng tay nhặt quả sung bỏ vào miệng cho chàng lười. | Rung cây cho quả sung rơi trúng miệng anh chàng lười. | Chê trách anh chàng lười rồi bỏ đi.",question: Người qua đường đã giúp chàng trai lười biếng này như thế nào? || options: Dùng chân gắp quả sung bỏ vào miệng cho chàng lười. | Dùng tay nhặt quả sung bỏ vào miệng cho chàng lười. | Rung cây cho quả sung rơi trúng miệng anh chàng lười. | Chê cười anh chàng lười rồi bỏ đi.,question: Người qua đường đã giúp chàng trai làm biếng này thế nào? || options: Dùng chân cặp trái sung bỏ vào miệng cho chàng lười. | Dùng tay luợm trái sung bỏ vào miệng cho chàng lười. | Rung cây cho trái sung rơi trúng miệng anh chàng lười. | Quở anh chàng lười rồi bỏ đi.,question: Người qua đường đã giúp chàng trai lừi bíng này răng? || options: Dùng chân cặp quả sung bỏa vô miệng cho chàng lười. | Dùng tay nhặt quả sung bỏ vô miệng cho chàng lười. | Rung cây cho quả sung rơi trúng miệng anh chàng lười. | Chê trách anh chàng lười rồi bỏ đi.,question: Người qua đường đạ giúp cái chàng trai lười biếng ni a răng? || options: Dùng chân cặp quả sung bỏ vô miệng cho chàng lười. | Dùng tay nhặt quả sung bỏ vô miệng cho chàng lười. | Rung cây cho quả sung rơi trúng miệng anh chàng lười. | Chê trách anh chàng lười rồi bỏ đi.,question: Người qua đường đã giúp chàng trai lười biếng ni như răng? || options: Dùng chân cặp quả sung bỏ vô miệng cho chàng lười. | Dùng tay nhặt quả sung bỏ vô miệng cho chàng lười. | Rung cây cho quả sung rơi trúng miệng anh chàng lười. | Chê trách anh chàng lười rồi bỏ đi.,question: Người qua đường đã giúp chàng trai lười biếng ni ra ren? || options: Lấy chân gắp quả sung bỏ vào miệng cho chàng lười. | Lấy tay nhặt quả sung bỏ vào miệng cho chàng lười. | Rung cây cho quả sung rơi trúng miệng anh chàng lười. | Chê trách anh chàng lười rồi bỏ đi.
qwen_2_5_3b_instruct,Qwen2.5 3B,NLI,NLI_0521,4,6,0.6666666666666666,"PNN, PNT1, PNT3, PNT4","premise: Diễn viên nói khi biết tin cô lấy chồng, người mừng nhất là mẹ cô. || hypothesis: Mẹ cô đã cảm thấy vui sướng, hạnh phục khi con mình sắp cưới người mà cô ấy yêu.","hypothesis: Mẹ cô cảm thấy vui sướng, hạnh phúc khi con mình sắp cưới người mà cô ấy yêu.","hypothesis: Mẹ cổ đã cảm thấy vui sướng, hạnh phục khi con mình sắp cưới người mà cổ yêu.","hypothesis: Mẹ cô đả cảm thấy vui sướng, hành phúc khi cuân mình sắp cưới người mà cô nứ yêu","hypothesis: Mẹ cô đã cảm thấy vui sướng, hạnh phúc khi con mình sắp cưới người mà hấn yêu.","hypothesis: Mạ ả đạ chộ vui sướng, hạnh phúc khi con miềng sắp cưới người mà ả nớ yêu.","hypothesis: Mẹ cô đã cảm thấy vui sướng, hạnh phúc khi con mình sắp cưới người mà cổ yêu"
llama_3_1_8b_instruct,Llama 3.1 8B,SENT,SENT_3750,4,6,0.6666666666666666,"PNN, PNT2, PNT3, PNT4",text: mẹ thằng này nói tiếng việt tốt thật lại còn nói được cả giọng phú yên nữa chứ,text: mẹ thằng này nói tiếng việt tốt thật lại còn nói được cả giọng phú yên nữa chứ,text: má thằng này nói tiếng việt giỏi thiệt lại còn nói được cả giọng phú yên nữa chứ,text: mẹ thằng này nói tiếng việt tốt thật lại còn nói được cả giọng phú yên nữa chứ,text: mẹ thằng ni nói tiếng việt tốt thật lại đăng nói được cả giọng phú yên nựa chơ,text: mạ thằng ni nói tiếng việt tốt thiệt lại còn nói được cả giọng phú yên nựa chớ,text: mẹ thằng ni nói tiếng việt tốt thiệt lại còn nói được cả giọng phú yên nữa chớ
llama_3_1_8b_instruct,Llama 3.1 8B,NLI,NLI_2559,4,6,0.6666666666666666,"PNN, PNT1, PNT2, PNT3","premise: Sứ mệnh sao Hỏa của Trung Quốc có thể không hấp dẫn bằng nhiệm vụ mới nhất mà NASA thực hiện, bởi nó về cơ bản chỉ lặp lại những kỳ tích mà người Mỹ đã đạt được từ nhiều thập kỷ trước. || hypothesis: Sứ mệnh sao Hỏa của Trung Quốc không còn gì là mới mẻ với NASA.",hypothesis: Sứ mệnh sao Hỏa của Trung Quốc không còn gì là mới mẻ với NASA.,hypothesis: Sứ mệnh sao Hỏa của Trung Quốc hổng còn gì là mới mẻ với NASA.,hypothesis: Sứ mệnh sao Hoã của Trung Quốc chả còn chi là mới mẻ với NASA.,hypothesis: Sứ mệnh sao Hỏa của Trung Quốc nỏ còn chi là mới mẻ với NASA.,hypothesis: Sứ mệnh sao Hỏa của Trung Quốc nỏ còn chi là mới mẻ với NASA.,hypothesis: Sứ mệnh sao Hỏa của Trung Quốc không còn chi là mới mẻ với NASA.
qwen_2_5_0_5b_instruct,Qwen2.5 0.5B,MCQA,MCQA_0091_1,4,6,0.6666666666666666,"PNT1, PNT2, PNT3, PNT4","context: Cơn mưa bất chợt đổ xuống. Hoa vội vàng khi sực nhớ ra mình không mang áo mưa. Nhưng rồi em liền cho cặp sách vào túi ni lông, lên xe và phóng thẳng vào nhà. Trời mưa to và lạnh quá. Hoa cố nhấn bàn đạp thật mạnh. Bánh xe lăn đều trên những con đường ướt phát ra những âm thanhh nghe thật vui tai. Về đến nhà thì cả người ướt sũng. Hoa thấy trước cửa có một ông lão đang đứng trú mưa. Ông lão nói: “Cho ông đừng nhờ đây một tí nhé!”. Hoa chỉ kịp nói: “Vâng ạ!” rồi vội vã vào nhà. Em run lên vì rét và hắt hơi liên tục. Chợt, Hoa nhớ đến ông lão đang đứng trú mưa ngoài cửa, em vội lấy chiếc áo mưa trong tủ, chạy ra đưa cho ông và nói: “Ông ơi, ông mặc áo mưa rồi về nhà đi kẻo muộn”. Ông lão nhìn Hoa trìu mến và nói lời cảm ơn. Hoa thấy lòng vui vui. || question: Thấy ông lão đang trú mưa trước cửa nhà mình, Hoa đã làm gì? || options: Mời ông lão vào trong nhà trú mưa. | Vào nhà lấy cho ông lão áo mưa. | Mặc kệ ông lão đứng đó. | Đưa cho ông lão một cái bánh.","question: Thấy ông lão đang trú mưa trước cửa nhà mình, Hoa đã làm gì? || options: Mời ông lão vào trong nhà trú mưa. | Vào nhà lấy cho ông lão áo mưa. | Mặc kệ ông lão đứng đó. | Đưa cho ông lão một cái bánh.","question: Thấy ông lão đang trú mưa trước cửa nhà mình, Hoa đã làm gì? || options: Mời ông lão vào trong nhà trú mưa. | Vào nhà lấy cho ông lão áo mưa. | Mặc kệ ông lão đứng đó. | Đưa cho ông lão một cái bánh.","question: Thấy ông lão đang trú mưa trước cửa nhà mình, Hoa đã mằn chi? || options: Mời ông lão vô trong nhà trú mưa. | Vô nhà lấy cho ông lão áo mưa. | Mặc kệ ông lão đứng đó. | Đưa cho ông lão một cái bánh.","question: Chộ ông lão đang trú mưa trước cửa nhà mình, Hoa đạ mần chi? || options: Mời ông lão vô trong nhà trú mưa. | Vô nhà lấy cho ông lão cí áo mưa. | Mặc kệ ông lão đứng đó. | Đưa cho ông lão một cấy bánh.","question: Thấy ông lão đang trú mưa trước cửa nhà mình, Hoa đã làm chi? || options: Mời ông lão vô trong nhà trú mưa. | Vô nhà lấy cho ông lão áo mưa. | Mặc kệ ông lão đứng đó. | Đưa cho ông lão một cái bánh.","question: Thấy ông già đang trú mưa trước cửa nhà mình, Hoa đã làm chi? || options: Mời ông già vô trong nhà trú mưa. | Vô nhà lấy cho ông già áo mưa. | Mặc kệ ông già đứng đó. | Đưa cho ông già một cái bánh."
seallm_7b_chat,SeaLLM 7B,NLI,NLI_2559,4,6,0.6666666666666666,"PNN, PNT1, PNT2, PNT3","premise: Sứ mệnh sao Hỏa của Trung Quốc có thể không hấp dẫn bằng nhiệm vụ mới nhất mà NASA thực hiện, bởi nó về cơ bản chỉ lặp lại những kỳ tích mà người Mỹ đã đạt được từ nhiều thập kỷ trước. || hypothesis: Sứ mệnh sao Hỏa của Trung Quốc không còn gì là mới mẻ với NASA.",hypothesis: Sứ mệnh sao Hỏa của Trung Quốc không còn gì là mới mẻ với NASA.,hypothesis: Sứ mệnh sao Hỏa của Trung Quốc hổng còn gì là mới mẻ với NASA.,hypothesis: Sứ mệnh sao Hoã của Trung Quốc chả còn chi là mới mẻ với NASA.,hypothesis: Sứ mệnh sao Hỏa của Trung Quốc nỏ còn chi là mới mẻ với NASA.,hypothesis: Sứ mệnh sao Hỏa của Trung Quốc nỏ còn chi là mới mẻ với NASA.,hypothesis: Sứ mệnh sao Hỏa của Trung Quốc không còn chi là mới mẻ với NASA.
